Date,AT,CH,DE,ES,FI,FR,IT,NO,PT,RO,SE,SK
2006-12-31,32266816.033903524,11468370.693610733,149548090.77703226,65845325.29273642,17111387.57214047,91903618.37051377,41392390.38611087,142631019.59389508,10386693.31547528,25742341.637628615,63571822.75957081,20981817.268823143
2007-12-31,34295167.28087696,9710650.932697676,171220190.71540985,66927006.74763918,19538400.83283155,97877137.96011657,41475319.06897896,147391566.6467449,8826017.81098447,25411485.138047617,64546309.09661576,24029830.348505076
2008-12-31,33733335.08234886,10451099.94691854,158068496.6309582,68032346.75263633,19234566.877472304,95889511.56812842,46517761.04729005,145458999.66009223,7687051.099847916,25204361.114652667,64154197.83287429,24805860.205658197
2009-12-31,35331778.75913568,11777499.276995797,148463493.39489818,66903153.500109345,16665735.725883061,88290046.56100643,49421042.2464616,142261946.49516734,7825533.050995064,23598733.06907398,66263197.73693439,21925166.39819832
2010-12-31,34768441.08350424,10733233.05333282,140213921.26676866,77344514.54353638,17163946.93697516,94659264.43229663,52468115.36559723,135360899.7018351,13171569.150258843,28259200.89053387,68048612.7701883,24610218.772550322
2011-12-31,29394393.672923822,10265781.546106575,153298805.7580529,64222070.50560613,18808994.048674863,79916178.39065325,43687647.46513661,140423647.25512493,10786947.679534964,22546102.51933612,65873998.98323361,21132493.026853353
2012-12-31,34730228.12475808,11277464.77687606,151881670.7868981,61423967.210432194,20544370.533394516,95487887.60201555,45861562.891727425,150931079.19378832,8144905.535614441,23919487.593899902,70358912.63768886,23891967.909438573
2013-12-31,34252868.91798698,10746995.053198976,143746568.11872697,79002601.33947773,17469094.286620483,100021993.01373576,51229206.098961,137747913.52053994,11706316.469340114,26153901.493769508,61987198.82956159,23175092.87217535
2014-12-31,36304984.092555165,10121373.186037563,138968219.46485478,73724667.58186722,17630669.769975085,98160922.6273346,52575525.831158906,143258153.47253406,13116491.668598747,26748751.32978222,63804800.484655716,22729751.018929906
2015-12-31,25996247.088346142,10699469.432565097,153629070.00279045,63841102.41605234,21521562.15406888,89342562.00396805,45150037.39527961,147862569.98920575,7852843.603488472,25893070.60468473,71645858.54983713,23003943.65461005
2016-12-31,35401305.441096485,8655838.487158576,138496742.19401547,74403259.14030154,19260655.247000687,89874792.12306412,46262291.56570194,150277473.14581355,13248946.089963365,27186843.3736093,62657399.68530794,21898485.482010346
2017-12-31,34649442.91747652,9759635.700023295,154530548.0063341,55132892.02239656,18912591.578370288,80576474.55808547,41330387.68294597,150699545.7781163,4934000.213203481,24374805.20354553,65746485.54372261,25135746.737459026
2018-12-31,32637045.973135334,11863053.914985185,141617092.94691396,72513666.6882861,17549833.332005467,94380607.92238672,52411579.28678507,146468360.7992741,10349371.83547522,25706738.340071365,62772116.81674164,21416661.955255117
2019-12-31,34944501.78004672,13476423.119630795,154914472.07711232,66733333.818636864,16795835.165954225,91314152.24762768,51181383.16972471,135028550.582503,7161470.620653649,24292156.8647315,65947886.75509441,25798363.517549835
2020-12-31,36112298.80390085,11048254.522829698,155627965.1225574,71470756.7904618,19846261.041207884,96607264.91888292,47515415.52449709,146860424.79682893,10532435.995222867,24873611.540765326,64006866.06126147,24089280.35487456
2021-12-31,33335667.266835902,9644476.335693892,135700546.2686628,68149641.32315028,19500747.732952453,98288299.93520582,46625718.17309443,143187282.15457404,10040718.031561919,25852002.530075464,67641816.09929955,21983601.79659024
2022-12-31,32794515.732031915,10784163.026720311,145981951.14888486,66522191.80986288,18693665.27890518,83597288.40766346,42223619.71556045,147475168.22063026,7671344.612126879,23647836.958283134,64447196.502039164,21414100.439183
2023-12-31,35922507.156756476,11060865.98553638,169972864.10628313,66094781.99265658,18810470.80249563,98656232.60980581,49345372.222541876,147012909.98098812,11073423.617959715,26565181.110607967,68779947.52625127,23987670.17476527
2024-12-31,35604163.92776113,10243272.97375491,153996286.83799943,73334544.75611345,18789778.359802593,103979303.48460974,51304238.372099414,142130941.28203705,11192127.774979278,23711779.409976978,67802254.87107228,23510490.106387187
2025-12-31,3499092.015447899,1476326.8732178006,26268206.861197174,13594471.77379946,3313403.011696334,18219209.730426874,6212226.717757847,27322178.231253054,2098548.843308522,3429957.019873355,12174735.732185198,3612776.026451518
