Date,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,PL,PT,RO,SE,SI,SK,MT,EU27
1980-01-01,175175.1,207573.1,106164.2,11206.9,155893.0,1112427.7,92109.9,23510.8,123009.3,555442.4,242070.8,1561766.4,44475.7,96491.3,72742.3,621051.1,28570.1,10814.9,19345.1,300964.2,354083.0,110650.1,133337.7,407358.4,30605.0,69309.3,0,6666147.799999999
1980-01-02,204638.6,244888.8,124172.8,12876.0,189653.3,1350065.4,102485.9,26330.1,151679.4,668316.5,273236.9,1796835.8,51416.5,109608.0,80835.8,784627.0,32708.4,15201.8,22853.9,330623.7,420471.9,138824.0,135975.2,475616.2,37421.6,77190.0,0,7858553.500000001
1980-01-03,208766.2,254312.1,127410.6,13054.6,196708.2,1407802.0,106657.7,27108.5,153520.0,692024.2,277070.2,1855297.5,53461.2,115947.0,78887.2,834540.0,32976.2,15695.4,23839.4,335344.2,443135.1,142901.3,148912.5,515809.5,39998.4,79583.5,0,8180762.700000002
1980-01-04,212804.2,253043.5,131845.0,13338.2,198471.6,1440117.2,106468.5,27587.1,159647.4,693162.4,286491.0,1760843.6,54894.0,116674.9,78957.6,843515.7,33309.5,16306.2,24338.6,333897.5,445518.5,144325.3,149686.9,531581.5,40145.5,81193.4,0,8178164.8
1980-01-05,193156.9,232114.1,127506.7,13057.9,185201.7,1262532.5,93613.8,25645.3,158318.0,624292.7,266077.9,1588832.0,52410.6,110271.4,73109.0,738048.7,31705.4,15212.3,22190.1,299799.9,401695.6,129248.3,147686.5,477974.1,37676.3,78304.8,0,7385682.499999999
1980-01-06,179092.0,221086.7,127423.8,12496.2,178557.4,1226202.0,91225.4,24692.4,144210.9,577458.2,253307.1,1486133.0,47709.7,107883.2,71133.4,678512.2,29433.7,13536.2,21098.8,279469.8,373602.1,124533.7,142390.6,462636.7,35705.2,75256.6,0,6984787.0
1980-01-07,219206.1,262333.9,136845.4,14634.5,211955.4,1528257.6,112466.5,27725.5,152609.1,732988.0,280460.6,1722107.1,55051.4,125191.7,82743.4,883792.5,34208.9,18011.2,24023.1,340862.2,464115.1,152244.6,159709.7,511420.6,41368.5,86799.2,0,8381131.800000002
1980-01-08,225476.8,271951.0,138964.3,14276.4,214288.9,1613975.5,113314.0,28491.3,162039.6,784126.5,281924.3,1796549.4,55958.8,127457.0,83622.7,937330.4,34966.5,19719.4,24368.2,349583.3,481484.5,157706.5,162976.0,508269.8,43344.5,88955.7,0,8721121.3
1980-01-09,230585.0,275899.6,139753.7,13837.8,217878.3,1646202.2,114157.9,28732.2,164482.5,786802.5,285811.2,1824932.5,55922.9,128337.5,84177.4,960830.9,36144.7,19665.6,24811.3,351651.8,485087.9,158535.9,166191.9,518380.2,44152.5,89792.0,0,8852757.900000002
1980-01-10,233924.7,280455.0,141747.7,13769.0,220592.2,1672142.7,114830.0,29355.0,169061.2,790862.4,292457.5,1845745.1,56813.2,128759.9,84697.2,969097.8,37093.0,20088.2,25423.4,355403.2,490866.0,159868.2,168556.3,527584.6,44573.5,90302.2,0,8964069.200000001
1980-01-11,233074.1,283289.5,143168.4,14575.4,224045.1,1665139.8,112385.8,28712.7,168619.8,793898.5,291321.7,1936094.2,56724.6,128911.7,83199.2,966372.0,36449.0,20476.8,24917.6,356724.1,492329.9,159385.0,169298.4,535451.8,44399.8,91218.2,0,9060183.1
1980-01-12,210788.5,262921.9,137413.5,13097.3,204932.0,1513741.3,101664.1,25855.9,161824.2,740459.0,274430.2,1889080.2,54733.2,120176.5,79321.8,846366.0,31220.7,18587.1,21871.3,324736.4,451087.1,145706.1,160479.8,498173.7,41519.0,85506.9,0,8415693.7
1980-01-13,198692.3,255680.9,139773.3,12663.3,203314.5,1401036.1,98672.1,24706.2,153077.5,704415.4,259063.4,1846700.9,53296.3,115993.3,75145.2,744904.8,29788.7,16704.2,20917.1,307841.8,410622.5,142041.5,152124.4,455547.0,39594.2,84086.7,0,7946403.600000001
1980-01-14,241263.9,293661.6,151131.0,14756.9,235758.3,1728518.8,113970.1,27367.7,171613.0,830841.0,278124.1,2042342.3,60259.4,130881.9,83678.9,969652.8,34735.5,19461.7,23693.8,365759.9,475935.7,165677.8,171644.7,486381.2,45516.8,93544.2,0,9256173.0
1980-01-15,246843.9,301591.0,153690.1,15241.6,241197.2,1779043.5,113908.6,27649.4,173698.3,853018.1,285553.7,2067651.1,60124.4,133942.2,86161.5,1009810.9,35587.9,20233.9,24143.9,369278.1,491387.3,170382.6,175895.6,491711.0,47037.0,95143.3,0,9469926.100000001
1980-01-16,244699.0,300765.9,148422.9,15116.5,238858.8,1780151.2,115757.8,29033.5,170685.3,861591.7,304617.8,2083253.0,59152.8,133821.2,88126.9,1008664.4,34959.5,19874.0,24393.9,367305.3,489812.1,171749.3,173478.1,502733.9,47076.4,93648.8,0,9507750.000000002
1980-01-17,243245.3,298493.0,148408.9,15304.0,236919.6,1778901.6,114429.5,28903.5,162461.7,863961.2,287062.7,2061583.6,58278.4,132827.7,88689.5,1005235.0,36020.3,19993.3,24744.0,368552.6,492451.9,171513.8,173431.6,480730.9,46519.5,93783.2,0,9432446.3
1980-01-18,235846.7,296612.3,147304.2,14785.8,231926.4,1728015.2,111884.8,27464.0,163808.8,859936.1,280013.3,2027317.2,56737.7,130618.0,85177.7,990449.7,34579.8,20306.5,23622.6,366277.6,491632.7,172978.8,174274.6,472344.1,45713.7,93120.3,0,9282748.6
1980-01-19,208688.7,261920.2,140339.2,13779.7,202602.2,1512712.2,100450.7,25511.9,154594.4,760342.5,275559.1,1820045.6,53428.9,120130.7,79916.3,840498.3,30745.5,18485.6,21184.0,322962.4,448070.4,150228.3,161766.8,443556.9,41306.7,85547.9,0,8294375.1000000015
1980-01-20,192526.2,247340.0,137164.2,12876.5,195585.9,1380790.5,98303.6,25636.7,141537.0,692071.3,259977.2,1695931.4,50247.5,114326.4,76297.0,732801.6,30271.8,16649.0,21328.5,304965.6,405639.5,137604.7,148824.4,439059.9,39023.7,82847.3,0,7679627.4
1980-01-21,232784.3,279118.5,141853.0,14145.4,224077.1,1701736.8,115906.2,29259.6,155603.7,809299.0,282227.9,1866024.9,55796.7,128168.3,86350.1,956545.1,36056.6,19570.1,24464.3,358243.6,475153.0,161559.6,168027.8,485007.7,43874.5,90877.9,0,8941731.699999997
1980-01-22,234019.3,277989.3,141237.6,14474.0,225167.9,1708783.4,114868.5,29499.9,157010.3,814588.1,287718.1,1830582.4,55726.3,129078.8,85974.1,987321.9,36403.1,20122.7,24724.0,354628.7,477171.5,163938.4,171619.1,483938.0,44004.3,90859.1,0,8961448.799999999
1980-01-23,232485.7,278234.3,139656.0,14774.1,221407.6,1691321.6,112556.2,29455.7,157871.1,794158.6,297523.8,1796447.3,54504.4,129351.3,85729.0,981131.3,35465.6,19738.4,24553.3,354044.6,474161.4,162594.7,171480.5,486384.3,43902.3,90525.0,0,8879458.100000001
1980-01-24,230822.6,276159.7,135877.3,14418.0,219330.6,1677396.0,113396.7,29367.4,151610.6,778801.9,316918.3,1721250.7,53729.9,128302.6,86228.2,970325.8,35731.4,19935.2,24547.0,352660.0,471206.3,161057.2,169434.4,515677.3,43635.0,89740.1,0,8787560.200000001
1980-01-25,224014.3,272746.1,132172.2,13933.0,213445.9,1645928.9,113584.8,30473.4,147494.5,758081.9,324789.6,1727198.3,53080.8,125712.8,85831.5,954758.4,36116.9,20206.3,24892.4,346844.0,467235.2,154834.9,167780.4,560352.8,43103.6,88503.4,0,8733116.3
1980-01-26,200839.2,247902.7,125445.9,12339.5,190390.4,1441200.7,100862.9,28720.7,139867.8,666694.8,304412.1,1628807.1,49738.1,115382.4,79329.4,820296.8,33302.4,18146.4,22657.4,308687.4,430702.8,134068.4,158058.1,516471.2,39232.3,82493.8,0,7896050.700000001
1980-01-27,189054.6,237302.3,128216.0,11540.1,189561.5,1323956.4,97504.9,28508.1,136362.6,609033.0,289320.2,1620397.7,46861.4,111291.2,75571.7,717171.6,32584.5,16465.4,22396.5,290384.0,394905.1,124388.3,148196.3,507140.4,37252.7,81242.6,0,7466609.100000001
1980-01-28,230804.3,270855.2,137856.8,13590.8,224734.4,1662199.2,112976.9,31310.5,154841.5,733242.9,309427.7,1816019.3,53953.0,125757.5,83238.8,931129.3,37090.4,19175.6,25380.7,351256.1,469628.9,148284.8,171001.0,558290.6,42258.6,90274.8,0,8804579.6
1980-01-29,233690.5,274484.6,142715.4,15390.2,227352.7,1684048.5,113492.8,31512.0,163248.9,753651.5,306971.6,1787725.9,54566.9,128693.5,83572.0,967083.6,37789.8,19984.1,25707.8,352312.8,482352.0,152860.8,174240.8,558107.6,43548.7,92278.7,0,8907383.699999997
1980-01-30,229811.7,272765.4,140001.7,15767.1,223360.9,1662268.7,114720.4,31512.5,160137.4,754903.8,320175.6,1723287.8,53177.0,128728.5,83215.1,970858.4,36088.7,19489.3,25512.1,349399.1,479664.2,154681.3,173133.4,581428.5,43160.5,92447.9,0,8839697.0
1980-01-31,225766.8,267088.4,136921.9,15151.6,216604.8,1642995.4,115800.5,31882.0,158018.8,758411.3,328992.3,1703867.7,51811.8,125866.2,84013.0,965941.6,35488.5,19723.5,25701.9,344725.7,466502.4,153291.9,168574.2,590396.4,42501.4,89147.9,0,8765187.900000002
1980-02-01,222489.5,266556.9,131853.6,14691.5,210974.7,1642406.3,113421.1,31717.8,152382.2,751964.6,330303.9,1688051.2,50670.3,124189.2,84201.2,953881.8,34982.7,19890.2,25437.5,344836.2,462151.6,151985.1,162790.5,597742.1,41830.5,87686.8,0,8699089.0
1980-02-02,197370.1,243636.0,124546.9,13227.3,188339.2,1408636.8,99356.9,27713.9,142910.5,671342.1,304943.9,1557993.4,46568.3,112283.2,76503.9,815011.1,31655.2,17988.6,22135.1,310900.9,419076.3,134137.7,153997.3,550905.4,38189.8,81925.9,0,7791295.7
1980-02-03,180019.7,229493.2,125470.8,12599.8,180354.3,1277672.9,99002.1,26434.7,132560.7,607514.0,280691.0,1456651.6,44064.6,108297.5,73270.5,710132.4,30537.7,16331.1,21487.5,288157.4,378732.5,124258.5,143452.5,539303.5,35711.4,78477.4,0,7200679.300000002
1980-02-04,219258.8,259844.7,129178.6,14806.8,210170.2,1603390.3,116436.9,29382.4,146128.9,726836.4,304743.4,1580773.3,50041.6,121720.6,82485.1,920394.9,35020.4,18810.2,24388.2,344837.7,453834.7,148311.4,163029.2,585131.6,39872.8,86705.7,0,8415534.8
1980-02-05,221762.6,264930.3,126631.4,14498.6,212067.9,1645901.7,118532.3,29921.3,146733.9,743664.1,308653.4,1573278.8,50345.1,123429.1,83062.6,951128.5,35594.4,19963.7,24412.5,346340.9,465584.9,152041.3,165562.8,586827.4,41815.0,88404.7,0,8541089.2
1980-02-06,220555.7,263611.4,127763.0,13616.1,209640.9,1648632.6,118175.8,29877.3,146923.2,749631.6,312137.8,1574219.7,49320.5,122381.9,85369.2,952195.6,35204.9,19655.1,24319.2,344781.1,464218.2,154032.9,165809.6,583233.5,41597.7,87453.8,0,8544358.3
1980-02-07,225129.7,264756.2,124385.5,13651.8,208319.7,1644966.7,118690.1,29722.6,146936.1,747582.7,320929.0,1607750.3,49905.4,122370.8,84402.9,955920.4,35275.5,19928.9,24392.8,345224.2,463646.6,152206.6,165973.7,581449.4,41203.4,87192.1,0,8581913.100000001
1980-02-08,217006.8,255535.0,125298.5,13543.3,204607.5,1611446.5,114482.8,29638.5,149583.8,744033.0,327459.4,1546079.2,49079.9,120632.0,80588.9,944367.8,35176.7,20143.0,24408.9,340347.0,458691.3,151429.8,166131.6,594305.3,36172.4,85891.5,0,8446080.4
1980-02-09,189720.0,226975.6,119290.7,12165.7,178671.6,1368992.6,102302.9,28368.6,138567.2,650926.2,314691.9,1383041.9,46075.5,110370.2,75059.7,801426.4,33004.9,17650.7,22387.3,294036.5,416126.1,135306.9,154465.9,567370.3,35153.6,79254.9,0,7501403.800000002
1980-02-10,176233.9,217119.1,116620.2,11254.1,174217.1,1246446.7,96695.4,28689.5,127897.2,604832.5,307438.1,1349157.9,43288.2,105590.4,70649.8,704357.0,32648.0,16185.4,22254.6,278242.0,376708.5,123877.7,142638.4,542353.5,35309.1,76521.6,0,7027225.9
1980-02-11,217989.3,253271.2,121963.2,12778.1,202903.0,1581926.2,110103.4,32008.4,143271.2,740875.4,325977.5,1589370.2,49924.1,119260.4,80026.6,923077.3,36919.6,18971.8,25468.2,334374.4,447687.1,149509.1,162751.6,571361.0,40239.3,84875.3,0,8376882.899999998
1980-02-12,220543.4,261947.8,129465.1,13271.3,206434.9,1630356.0,111845.9,32939.7,151968.8,762215.7,322064.0,1652002.4,50423.8,121345.7,81374.8,956705.2,37018.4,19714.9,25467.8,338994.8,458983.2,152798.3,166033.4,561449.7,41342.2,86407.7,0,8593114.899999999
1980-02-13,221796.1,263859.8,130357.4,12904.3,208276.0,1639864.7,112848.4,32396.9,156727.0,760837.9,314942.9,1663028.7,50883.5,121744.0,80508.0,963314.9,37493.4,19238.7,25670.8,340629.3,465895.0,152090.0,168051.8,559427.6,41834.3,87233.8,0,8631855.200000001
1980-02-14,225590.9,267835.9,134741.3,13076.6,209506.8,1634997.6,111563.4,30268.5,155598.0,761777.3,297982.4,1657395.0,51620.5,122396.5,80833.4,968458.5,36329.5,19388.6,25323.2,342210.2,463701.5,153939.0,170037.8,538054.5,42371.3,87271.6,0,8602269.799999999
1980-02-15,221784.4,263985.3,135248.2,12931.3,207384.8,1609158.5,107094.8,28771.6,155908.4,755749.0,288026.3,1611755.7,51701.5,121997.5,79914.3,958368.7,34751.4,19692.8,24146.4,339776.8,460170.5,155620.1,168835.3,501151.1,41710.2,87381.1,0,8443016.0
1980-02-16,195102.9,235141.3,126410.3,12634.4,184651.3,1372208.3,94002.8,25854.8,147482.3,653743.4,272889.4,1480792.8,48892.4,112384.2,72177.5,820157.6,30073.6,17834.3,21637.2,298112.3,416539.0,130648.2,155839.1,453906.5,38323.3,81208.8,0,7498647.999999998
1980-02-17,179200.8,222060.6,122776.9,12155.5,177999.5,1254094.3,93208.8,25259.2,133412.0,594714.7,276536.7,1399535.4,45863.8,108342.3,68331.2,718139.4,29758.8,16191.6,20853.5,280340.3,380919.8,120269.5,143765.3,454828.1,35726.5,77710.2,0,6991994.699999999
1980-02-18,220161.6,255986.6,131999.0,13314.1,208160.3,1589506.1,109917.1,28818.2,135571.7,727552.3,290814.5,1582396.9,52468.1,121343.2,78373.3,924638.6,33795.4,19071.3,23906.7,334680.9,448808.6,141458.7,163569.3,501429.4,40730.3,85832.7,0,8264304.9
1980-02-19,225151.9,263024.8,134753.6,13376.8,210067.4,1625557.9,110880.4,28508.2,154773.0,755063.9,275986.7,1621402.3,53267.4,122854.7,80425.4,962622.8,34438.1,19440.9,24046.9,337510.9,458174.2,129172.8,167121.4,490339.4,42403.1,86731.5,0,8427096.400000002
1980-02-20,224740.8,263050.1,135846.2,13665.4,209225.9,1622479.2,109850.6,28022.8,156737.8,761240.3,271833.4,1617225.3,53020.1,122899.6,80773.9,968150.7,33849.7,19187.6,23616.5,337153.4,460867.5,149926.8,168544.9,488788.8,42486.9,87110.1,0,8450294.3
1980-02-21,225621.6,260710.3,134205.1,13422.2,208134.0,1615739.3,109576.9,28018.2,156603.4,754341.0,275801.4,1596547.6,52879.7,123105.4,81098.4,966430.4,34039.3,19394.1,23668.0,335741.0,462885.5,156311.8,168857.8,500454.2,42761.8,87027.7,0,8433376.1
1980-02-22,221922.6,255894.8,134022.9,12821.5,204708.2,1595865.2,106501.8,27852.8,158505.5,750210.0,280822.2,1577523.2,52390.9,122557.4,79512.8,959893.1,33993.6,19702.0,23596.2,331580.3,459541.7,152315.0,166688.9,494272.9,41791.9,86652.9,0,8351140.300000002
1980-02-23,196721.9,233954.4,128339.3,12101.0,182530.4,1367908.8,94410.1,25303.9,151479.9,654119.6,262942.0,1450620.7,49517.8,113186.9,73444.4,819433.3,31288.3,18194.2,21447.5,295563.8,417126.1,131314.3,154084.4,449072.9,38426.2,80794.4,0,7453326.500000001
1980-02-24,181134.6,217523.2,126543.9,11001.3,177576.5,1248482.0,94136.0,24067.3,139536.2,596930.7,249101.9,1411340.4,46801.6,107542.4,70518.6,714339.5,30571.9,16055.8,20720.4,276353.7,380769.7,120791.9,142659.3,443305.0,36395.5,77492.9,0,6961692.200000001
1980-02-25,219638.7,254803.7,133536.5,13152.1,204499.7,1579231.8,111395.5,27224.1,155759.1,718292.1,273586.0,1588915.7,52363.8,120701.8,80045.4,918966.2,34311.2,18868.5,23385.8,330916.6,451277.3,145827.9,162223.6,496223.2,40701.6,85461.6,0,8241309.499999999
1980-02-26,222312.1,261643.5,135275.8,13712.6,207603.7,1620099.7,112377.5,27726.3,159191.0,752281.6,274816.1,1630189.3,52945.4,123600.7,80895.9,947058.6,34119.4,19462.5,23550.2,340104.0,465057.9,150480.5,165946.3,497753.8,41642.6,86829.4,0,8446676.4
1980-02-27,224242.4,265906.7,135393.4,14690.8,210902.8,1638917.7,111121.8,27640.2,160632.3,761134.1,266949.2,1645347.9,53326.0,124856.5,81728.8,949947.7,33845.6,19066.5,23509.2,341717.5,467563.9,152191.4,166341.5,484274.2,42291.5,87863.2,0,8491402.8
1980-02-28,228558.8,269108.4,137755.5,13039.9,212568.5,1645913.4,111142.5,27535.4,162482.7,758358.1,264620.5,1701696.8,54160.3,125534.0,80773.9,952398.8,34276.2,19348.6,23468.9,341690.5,466964.8,151423.7,167231.1,469739.1,43036.2,87824.4,0,8550651.0
1980-02-29,226236.7,262994.8,137158.2,12963.8,211006.4,1603915.5,104538.9,27090.1,163783.7,754255.6,265377.5,1703814.3,54099.7,125846.8,79031.1,948692.1,33486.4,19641.9,23108.1,334798.9,460823.6,152256.8,165862.7,451922.2,42260.6,88169.5,0,8453135.899999999
1980-03-01,193125.5,238591.0,131565.6,12424.5,184516.6,1363066.4,92756.7,24335.4,156535.2,667974.7,256600.9,1541875.5,49101.5,114717.3,72693.4,811346.9,29958.1,18266.9,20755.4,293961.3,417703.6,130591.7,157332.0,418092.7,37956.3,81097.0,0,7516942.100000001
1980-03-02,175650.6,226848.6,123857.9,12256.8,175809.5,1247206.7,91635.1,23811.0,138973.6,607195.5,253065.8,1466174.8,44824.6,107486.7,68393.5,710806.4,28715.7,16018.9,19921.0,280359.7,373570.2,122004.0,143212.6,434126.3,35661.2,76141.0,0,7003727.700000001
1980-03-03,222031.2,260820.4,120992.2,13512.4,205886.5,1597973.9,107654.3,27210.3,148924.1,733568.0,277107.7,1664547.7,51752.1,120719.0,77825.9,911125.9,33462.3,18541.4,22889.4,332242.4,447077.0,145592.4,161509.6,495175.1,40626.2,85213.8,0,8323981.2
1980-03-04,228113.3,268048.8,131739.0,13128.6,209608.9,1642868.3,108718.4,27597.3,149883.6,753906.5,279942.0,1705968.0,52167.1,123914.7,79638.9,942372.0,34144.1,19398.6,23131.3,339168.2,460023.6,149673.7,166234.5,513233.6,41783.6,87752.0,0,8552158.599999998
1980-03-05,225450.2,264697.1,133163.3,12012.7,208625.0,1637265.1,109320.7,27746.5,150493.8,754598.2,285383.4,1685569.7,51807.8,123121.6,79365.1,949083.2,33609.9,18960.8,22982.5,335419.6,462513.9,150267.3,166550.9,502645.6,41921.1,87479.7,0,8520054.699999997
1980-03-06,224060.3,269498.8,133695.7,11983.5,206942.4,1627346.5,108012.7,26756.7,162524.2,744197.3,270107.2,1651959.6,51318.0,122542.1,79756.8,955097.1,33061.4,19369.5,22534.7,339786.3,455626.8,149767.4,164723.1,480104.1,41911.6,86512.8,0,8439196.6
1980-03-07,218490.9,257282.9,132163.4,13450.7,204525.0,1577678.4,106366.0,26330.0,157528.0,741063.6,259648.5,1597651.9,51795.1,122367.3,78479.1,940785.1,32657.5,19609.1,22373.7,328372.9,449957.5,148872.7,164915.8,460551.8,41339.2,86339.6,0,8240595.699999998
1980-03-08,194958.4,234923.8,122058.6,11086.3,181899.8,1342090.7,91622.8,23876.1,141604.6,659962.4,247658.5,1488787.0,47179.9,111911.5,72258.4,805217.9,29500.3,18227.8,20148.6,287801.1,414236.8,130616.3,152804.6,420260.6,37440.1,79928.5,0,7368061.3999999985
1980-03-09,178649.4,223399.1,117341.0,10332.2,175425.1,1229557.1,89988.4,23929.9,126786.6,602200.5,245141.6,1406942.6,44946.7,106544.6,67865.5,703304.9,29266.1,16018.9,19879.8,273771.6,373823.9,119942.3,143142.8,415008.7,35667.7,76683.9,0,6855560.9
1980-03-10,217822.9,257117.7,122620.6,11329.3,203936.3,1559660.6,105294.4,27082.3,144480.6,726539.3,275967.5,1609490.7,49934.1,118958.1,76180.5,899595.2,30677.5,18496.9,22577.7,326690.8,444123.3,141681.5,159490.2,466215.1,39610.2,84820.9,0,8140394.2
1980-03-11,220692.1,261260.3,122471.1,12762.0,205846.4,1609690.1,107618.9,27327.9,145540.7,745828.6,271810.1,1650297.1,50225.2,120474.0,78449.1,938945.2,28543.5,19425.4,22824.3,330193.9,453646.6,144588.0,162457.9,468164.9,40795.4,85793.1,0,8325671.800000002
1980-03-12,221920.1,268524.3,121578.9,11780.3,206483.4,1611840.6,108216.2,27212.9,145141.9,741077.8,265992.8,1647148.1,50342.6,120224.0,78197.1,937920.8,32963.1,19218.8,22825.3,335262.3,454862.8,143654.3,163191.6,470171.7,41185.7,85943.8,0,8332881.199999998
1980-03-13,221311.9,265464.0,123254.2,12226.2,207041.1,1607237.9,108782.1,27162.0,146720.6,756658.5,262715.9,1680273.1,49686.6,120423.1,79523.8,943948.0,33570.5,19419.7,22796.0,331837.0,454394.5,145954.9,164883.5,455166.0,41142.1,85756.0,0,8367349.199999999
1980-03-14,214124.4,258826.3,123995.0,12491.2,199651.6,1565775.2,106504.8,26755.0,146274.0,766407.1,263214.1,1699554.5,49641.4,116351.7,79059.7,936240.7,32723.6,19561.8,22495.3,326634.7,447853.4,147449.5,163606.7,445708.9,40279.7,84145.9,0,8295326.200000001
1980-03-15,189114.1,237562.0,118031.1,11112.9,176121.0,1336501.4,93156.4,24471.4,141710.7,685145.0,248417.9,1574872.6,47802.9,99997.4,73090.4,808483.5,29767.9,17945.1,20309.1,292014.2,407464.9,128064.9,152795.6,413854.9,37243.5,77485.5,0,7442536.300000002
1980-03-16,172293.7,224878.6,119447.3,10331.2,167641.5,1206901.6,89577.0,24006.3,134130.9,621190.0,238247.2,1493716.0,44784.4,101064.7,68619.0,706924.3,29009.1,15896.3,19762.2,273289.4,368001.4,119308.6,139440.8,417736.1,35401.5,75191.9,0,6916791.000000001
1980-03-17,213192.4,256669.5,126212.9,11676.1,197450.6,1532813.1,106529.5,27101.3,150649.8,749033.3,270613.3,1655502.7,49967.2,116273.2,69672.6,897248.7,32649.0,18281.4,22608.8,327779.8,437942.2,142231.1,159296.7,470642.5,39379.7,83451.5,0,8164868.9
1980-03-18,213962.9,257337.5,122084.4,12423.1,200316.5,1578428.7,111678.9,27849.9,146635.6,739027.6,279060.0,1620746.9,49919.3,118568.1,79954.8,929123.4,33759.0,19185.3,23139.1,330862.6,451078.5,146622.7,160740.0,483895.3,40322.1,84210.7,0,8260932.8999999985
1980-03-19,214584.3,263353.5,120916.5,12001.9,205573.6,1600712.2,111689.5,28262.5,144855.3,663603.4,279660.7,1580947.5,49698.4,119079.9,82848.6,932379.2,34015.4,18765.1,23411.4,337267.8,459332.0,147766.9,160968.2,496335.3,40682.2,85092.7,0,8213804.000000002
1980-03-20,220648.9,265239.9,118775.5,11885.5,209700.2,1605395.9,110511.2,28499.4,142915.2,755229.1,279878.0,1659214.4,49788.6,121376.5,82694.4,938479.1,34604.2,18853.4,23847.2,337009.6,460083.2,148543.0,162717.4,493922.0,41258.5,87045.1,0,8408115.4
1980-03-21,217828.7,263890.6,113389.3,11458.1,208742.7,1578178.3,107920.5,28385.4,140281.8,768017.2,280970.6,1662156.0,49166.4,120492.7,82075.2,907597.7,34171.3,19286.5,23616.8,335366.0,456063.1,149072.6,159181.8,485383.9,40321.8,86539.6,0,8329554.599999999
1980-03-22,187903.3,236018.1,105944.3,10379.7,182714.5,1343702.4,96004.1,25919.6,128675.6,673823.9,263724.7,1530485.3,45999.6,110194.8,76265.3,790263.9,30880.9,17537.9,21382.1,294451.4,413531.9,130776.2,150277.6,451208.1,36418.3,79210.0,0,7433693.5
1980-03-23,172847.7,220272.9,102878.1,9585.8,174851.6,1212362.7,90239.6,25242.8,111116.5,616491.1,244344.4,1429576.5,42826.2,104684.1,71286.0,681023.7,29436.6,15589.0,20443.6,272508.7,372596.1,119250.4,137304.8,441261.5,35054.1,74240.4,0,6827314.899999999
1980-03-24,213746.4,248140.9,110940.6,10338.1,202250.8,1537004.4,107815.2,27590.3,122944.4,720358.8,265549.6,1543779.0,48520.8,117328.6,79897.6,873347.4,32721.1,17904.3,22780.3,321763.2,445254.3,143501.3,156663.1,485213.6,39512.9,83689.3,0,7978556.299999998
1980-03-25,213059.9,251317.7,111366.2,8645.1,202911.8,1546779.9,109300.4,27540.9,103775.5,735236.8,262661.1,1587353.3,48418.0,118844.4,80868.6,906524.7,32713.2,18624.6,22751.6,323024.9,453818.2,147204.6,157966.4,468684.9,39639.0,83671.4,0,8062703.100000001
1980-03-26,211846.7,251156.1,111591.3,9777.3,200191.5,1548107.7,109085.2,27396.6,125288.5,720787.0,260568.2,1556817.2,47748.6,116908.4,80627.8,904392.8,32574.9,18243.6,22826.7,323412.0,449776.6,147151.6,155725.3,466953.6,39460.0,82772.7,0,8021187.899999999
1980-03-27,211538.8,249991.7,113370.3,10982.4,198524.5,1542864.6,108965.7,27059.4,126751.2,704006.5,260663.3,1440844.3,47284.2,116200.3,80089.9,904935.5,31531.0,18257.7,22494.5,326317.5,443453.1,147560.8,156116.2,465900.5,39604.7,81632.0,0,7876940.600000001
1980-03-28,201051.9,240779.6,106865.6,11135.7,192728.9,1514918.8,102142.9,25857.5,124783.0,686575.2,260202.8,1371561.1,46031.2,114584.5,80029.4,883010.1,30945.8,18141.7,21672.0,319226.1,437780.4,141698.3,151395.7,449147.3,38547.9,80803.2,0,7651616.600000001
1980-03-29,173313.0,220617.8,98670.6,10259.1,164205.5,1299581.6,86128.5,23052.2,117855.6,616110.1,236685.9,1266486.6,42406.7,104666.9,72026.0,757518.2,27550.2,16932.5,19250.8,281044.8,392900.4,125354.1,141063.5,402218.3,34596.7,73239.3,0,6803734.9
1980-03-30,159212.5,205323.0,94460.4,9538.9,158558.9,1190831.5,84329.8,22879.6,105611.1,540605.1,222982.5,1220180.2,39954.1,98321.5,68899.2,649480.7,26700.5,15273.5,18858.9,258488.1,354679.5,109100.4,122454.6,381981.2,32955.3,68751.7,0,6260412.7
1980-03-31,200109.6,242529.8,101428.1,10691.6,186216.8,1515121.9,100601.7,25282.7,122473.5,642003.6,254170.6,1377456.3,45020.9,110849.6,77854.4,841332.6,30733.5,18005.0,21281.6,314734.8,426830.6,132978.0,149004.0,421441.3,37360.5,77970.3,0,7483483.299999999
1980-04-01,204531.9,245689.3,103259.6,9983.6,191953.3,1526102.6,100776.0,25112.2,123903.4,658488.5,251176.3,1356220.1,46375.5,113976.6,78157.9,873362.4,31173.4,18115.3,21393.0,323145.7,433297.6,134359.7,149122.4,417921.2,38441.1,79941.2,0,7555979.800000001
1980-04-02,202119.4,244117.0,101634.6,10569.7,189899.9,1545420.1,101923.0,24902.3,121420.9,653102.6,248919.4,1383212.9,45742.9,114044.9,77553.6,874978.4,31297.8,18040.3,21315.6,320891.5,438525.7,134466.9,149210.6,418459.5,38721.4,79645.1,0,7590136.0
