Date,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,EU27
1980-01-01,65652.61,,,,,37573.02,,,,102730.33,,225213.41,,,,128344.22,,,,,,,33210.35,41432.47,,,11164.279999999999,645320.69
1980-01-02,64983.69,,,,,36962.08,,,,102451.04999999999,,226258.7,,,,131031.31,,,,,,,33838.54,42028.869999999995,,,10909.66,648463.9
1980-01-03,62690.5,,,,,36686.88,,,,102287.23000000001,,230986.49,,,,129861.10999999999,,,,,,,33181.57,41939.07,,,10549.269999999999,648182.12
1980-01-04,62009.69,,,,,36494.55,,,,103033.54000000001,,214449.15000000002,,,,130582.72,,,,,,,32789.53,43013.15,,,10686.359999999999,633058.6900000001
1980-01-05,61647.94,,,,,36468.59,,,,103362.61,,213074.13,,,,129404.72,,,,,,,31808.68,44018.75,,,10221.94,630007.3599999999
1980-01-06,62551.78,,,,,36549.18,,,,101282.0,,212100.42,,,,128569.62,,,,,,,29952.18,45366.770000000004,,,9706.5,626078.45
1980-01-07,63706.18,,,,,36230.68,,,,99328.91,,211914.77999999997,,,,128031.29000000001,,,,,,,29576.35,45066.92,,,9602.93,623458.04
1980-01-08,60079.439999999995,,,,,36279.96,,,,99835.29000000001,,215445.03000000003,,,,125966.12,,,,,,,30177.32,44628.25,,,9393.08,621804.49
1980-01-09,54482.27,,,,,36296.93,,,,96284.0,,213679.0,,,,125254.23,,,,,,,30164.28,44248.100000000006,,,9107.5,609516.31
1980-01-10,53977.89,,,,,36304.92,,,,97695.96,,210919.37,,,,124956.62,,,,,,,30304.12,44060.96,,,8917.97,607137.8099999999
1980-01-11,52338.770000000004,,,,,36251.56,,,,98344.68999999999,,225203.13,,,,125186.4,,,,,,,29753.25,44745.39,,,8811.69,620634.8799999999
1980-01-12,53622.45,,,,,36181.26,,,,98213.92000000001,,224378.65,,,,125574.48,,,,,,,30015.079999999998,45819.32,,,8460.88,622266.04
1980-01-13,54508.37,,,,,35523.0,,,,103417.98999999999,,223232.93,,,,123586.54999999999,,,,,,,30851.739999999998,45707.72,,,8368.66,625196.96
1980-01-14,54204.28999999999,,,,,35959.490000000005,,,,109185.79000000001,,215977.75,,,,121636.18000000001,,,,,,,30565.3,44187.729999999996,,,8461.23,620177.76
1980-01-15,54514.43,,,,,35625.24,,,,106737.09,,213953.51,,,,120406.78,,,,,,,31396.39,42330.479999999996,,,8205.75,613169.67
1980-01-16,55474.770000000004,,,,,35588.780000000006,,,,104266.01000000001,,211899.03999999998,,,,117703.48999999999,,,,,,,31193.04,39939.3,,,8526.27,604590.7
1980-01-17,55505.24,,,,,35270.53,,,,100797.66,,213129.72,,,,113721.06,,,,,,,30033.91,39326.119999999995,,,8539.53,596323.77
1980-01-18,56356.76,,,,,35299.68,,,,104254.12000000001,,217186.96,,,,107065.31999999999,,,,,,,27365.97,38469.44,,,8293.86,594292.11
1980-01-19,56236.01,,,,,33613.41,,,,105188.37,,209178.29,,,,102218.59,,,,,,,25394.510000000002,41791.96,,,8367.82,581988.96
1980-01-20,55807.18,,,,,32561.81,,,,115888.4,,200623.13,,,,97850.93999999999,,,,,,,25558.64,39045.94,,,8478.220000000001,575814.26
1980-01-21,57755.270000000004,,,,,32928.15,,,,121883.53,,196422.05,,,,98705.38,,,,,,,23966.25,39704.98,,,8518.710000000001,579884.32
1980-01-22,59930.3,,,,,33840.36,,,,122032.22,,197204.83,,,,99614.47,,,,,,,24447.41,39890.59,,,8531.15,585491.33
1980-01-23,61139.62,,,,,33736.31,,,,121069.43,,203784.37,,,,104609.51,,,,,,,26379.9,40793.66,,,9173.43,600686.23
1980-01-24,63068.97,,,,,33669.07,,,,123274.97,,193977.68,,,,106530.20999999999,,,,,,,25648.21,41920.69,,,9665.31,597755.1100000001
1980-01-25,61004.14,,,,,32623.980000000003,,,,126276.15000000001,,203937.22,,,,107447.29999999999,,,,,,,23913.57,43714.14,,,10170.9,609087.4
1980-01-26,60693.990000000005,,,,,33506.84,,,,127106.67,,205245.19,,,,103149.82,,,,,,,23153.04,44175.0,,,9689.96,606720.51
1980-01-27,60926.13,,,,,33693.87,,,,127759.08,,213619.61,,,,103892.59,,,,,,,22183.29,44710.380000000005,,,9037.55,615822.5
1980-01-28,60237.02,,,,,33776.83,,,,129908.22,,206886.74,,,,100985.03,,,,,,,21713.04,47220.2,,,8765.449999999999,609492.5299999999
1980-01-29,57083.56,,,,,33682.3,,,,130469.85999999999,,198611.31,,,,99111.79999999999,,,,,,,22048.79,45565.9,,,8583.43,595156.9500000001
1980-01-30,58707.579999999994,,,,,34297.24,,,,129135.41,,188525.38,,,,93359.04,,,,,,,22205.670000000002,43328.56,,,8537.85,578096.73
1980-01-31,58955.46,,,,,34356.79,,,,128016.6,,197254.65,,,,91081.45999999999,,,,,,,22213.52,44294.87,,,8852.68,585026.03
1980-02-01,59786.340000000004,,,,,34886.090000000004,,,,128963.95999999999,,206157.52000000002,,,,91604.39,,,,,,,22772.960000000003,47296.63,,,9074.259999999998,600542.15
1980-02-02,61859.61,,,,,34845.67,,,,132863.13999999998,,200500.87,,,,89952.49,,,,,,,23014.71,47767.59,,,9256.869999999999,600060.9500000001
1980-02-03,60047.05,,,,,35355.770000000004,,,,132861.93,,200300.24,,,,90483.28,,,,,,,23852.9,47031.11,,,9595.56,599527.8400000001
1980-02-04,62069.88,,,,,36654.24,,,,128667.36,,205579.49,,,,89187.90000000001,,,,,,,24255.239999999998,46502.84,,,9903.74,602820.69
1980-02-05,65971.87,,,,,39133.82,,,,126903.77,,205382.4,,,,89310.43,,,,,,,24149.32,46519.27,,,10084.51,607455.39
1980-02-06,66080.36,,,,,41838.91,,,,129524.14,,206985.76,,,,87312.51000000001,,,,,,,24617.91,47037.18,,,10075.48,613472.25
1980-02-07,68460.74,,,,,41402.420000000006,,,,129212.36,,207515.72999999998,,,,87912.04,,,,,,,23136.54,46187.13,,,10515.94,614342.8999999999
1980-02-08,69800.93000000001,,,,,40959.57,,,,123480.04999999999,,197149.86,,,,88321.44,,,,,,,22969.149999999998,46481.759999999995,,,10708.97,599871.73
1980-02-09,71360.95999999999,,,,,40710.6,,,,123688.4,,192903.33000000002,,,,89261.75,,,,,,,24773.6,46648.270000000004,,,10799.890000000001,600146.8
1980-02-10,72023.45,,,,,40434.82,,,,122669.4,,197185.78,,,,89485.43,,,,,,,24779.74,46966.08,,,11081.21,604625.9099999999
1980-02-11,71425.24,,,,,40747.12,,,,121124.2,,211946.47999999998,,,,89074.1,,,,,,,25256.01,46674.06,,,11297.43,617544.64
1980-02-12,70685.25,,,,,40738.06,,,,112772.38,,209429.65,,,,89103.82,,,,,,,24814.510000000002,47161.96,,,11220.51,605926.14
1980-02-13,70435.83,,,,,40696.62,,,,106774.26000000001,,210677.83000000002,,,,89648.95999999999,,,,,,,25388.14,46962.299999999996,,,11317.99,601901.9299999999
1980-02-14,65653.03,,,,,40900.64,,,,100978.8,,204864.14,,,,86331.6,,,,,,,25186.57,46440.09,,,11215.59,581570.4600000001
1980-02-15,61685.100000000006,,,,,41107.46,,,,95106.55,,192587.90000000002,,,,85287.01999999999,,,,,,,23462.46,45170.53,,,10826.28,555233.3
1980-02-16,61957.53,,,,,41290.98,,,,92465.15,,186556.51,,,,84757.63,,,,,,,24045.559999999998,43166.87,,,10663.279999999999,544903.51
1980-02-17,61389.05,,,,,41067.979999999996,,,,90448.53,,195926.21,,,,80912.81,,,,,,,23618.84,41645.76,,,10455.36,545464.54
1980-02-18,61616.72,,,,,40536.67,,,,86302.84,,194450.45,,,,80310.24,,,,,,,22383.710000000003,40201.01,,,10066.939999999999,535868.58
1980-02-19,61873.76,,,,,39889.189999999995,,,,90069.0,,180716.75,,,,82024.64,,,,,,,22700.870000000003,40008.56,,,10168.84,527451.61
1980-02-20,62061.03,,,,,39219.259999999995,,,,100223.78,,166680.39,,,,81404.73999999999,,,,,,,24988.69,41219.41,,,10086.279999999999,525883.58
1980-02-21,60701.34,,,,,38665.69,,,,99794.1,,165433.39,,,,81430.97,,,,,,,25375.05,38740.65,,,10189.97,520331.16
1980-02-22,60591.21,,,,,38421.39,,,,92261.73,,166964.59,,,,81646.78,,,,,,,24862.379999999997,38017.93,,,10041.61,512807.62
1980-02-23,59017.9,,,,,37895.549999999996,,,,91003.64,,176076.73,,,,79893.01,,,,,,,25170.39,37526.53,,,9960.27,516544.02
1980-02-24,59232.42,,,,,37977.689999999995,,,,92193.3,,185230.42,,,,79522.86,,,,,,,25151.95,38160.12,,,9811.560000000001,527280.3200000001
1980-02-25,59279.11,,,,,37925.07,,,,91412.48,,192762.34,,,,79249.73999999999,,,,,,,24960.66,38868.64,,,9598.359999999999,534056.4
1980-02-26,57064.69,,,,,37570.08,,,,93365.26000000001,,193327.34999999998,,,,76655.6,,,,,,,25272.760000000002,38763.479999999996,,,9118.5,531137.72
1980-02-27,56848.840000000004,,,,,37460.82,,,,95634.92,,195705.44,,,,75327.56,,,,,,,25398.23,37324.259999999995,,,9028.43,532728.5
1980-02-28,56634.67,,,,,37582.94,,,,97888.16,,196577.8,,,,75068.32,,,,,,,25245.4,36102.04,,,8533.970000000001,533633.3
1980-02-29,51159.590000000004,,,,,37684.75,,,,102647.51000000001,,198595.68,,,,74930.91,,,,,,,25157.28,34434.520000000004,,,8264.2,532874.44
1980-03-01,50824.17,,,,,38211.520000000004,,,,103573.78,,195855.51,,,,73463.11,,,,,,,25587.06,34022.25,,,8245.3,529782.7000000001
1980-03-02,50171.75,,,,,38111.39,,,,103514.33,,198623.11,,,,72127.68,,,,,,,25112.17,33576.36,,,12257.060000000001,533493.85
1980-03-03,51926.009999999995,,,,,38426.01,,,,103210.66,,191644.08,,,,72761.31,,,,,,,25400.449999999997,35784.1,,,11929.91,531082.53
1980-03-04,52101.44,,,,,37903.659999999996,,,,102494.16,,190615.9,,,,72798.75,,,,,,,25119.46,39613.69,,,12301.22,532948.28
1980-03-05,52774.55,,,,,37653.259999999995,,,,103489.09,,178904.81,,,,72706.4,,,,,,,24783.47,39974.81,,,12353.49,522639.88
1980-03-06,52909.88,,,,,37410.759999999995,,,,104292.86,,185129.53,,,,74178.09999999999,,,,,,,24828.329999999998,40509.52,,,12300.51,531559.49
1980-03-07,54562.92,,,,,37847.63,,,,104028.23,,186380.02000000002,,,,74378.47,,,,,,,25091.649999999998,40459.03,,,11858.07,534606.02
1980-03-08,59074.12,,,,,37705.89,,,,100992.55,,210417.37,,,,76214.48,,,,,,,24470.960000000003,36103.06,,,12249.65,557228.0800000001
1980-03-09,61172.53,,,,,36815.62,,,,95871.65,,201192.59999999998,,,,77507.48,,,,,,,23986.86,41426.11,,,10839.03,548811.88
1980-03-10,61639.0,,,,,36561.67,,,,92550.57,,200367.22,,,,76978.67,,,,,,,23468.93,41308.61,,,10541.98,543416.65
1980-03-11,61840.41,,,,,36172.17,,,,90597.06,,206342.56,,,,78016.95999999999,,,,,,,24183.52,42260.07000000001,,,10980.380000000001,550393.13
1980-03-12,61298.67,,,,,36760.090000000004,,,,88445.52,,197992.24,,,,77773.12,,,,,,,23376.14,42840.92,,,13926.380000000001,542413.08
1980-03-13,61253.11,,,,,37235.759999999995,,,,89642.67,,209750.15,,,,79783.34,,,,,,,23618.440000000002,43703.060000000005,,,14744.21,559730.74
1980-03-14,61069.77,,,,,37771.15,,,,92252.48999999999,,209812.19,,,,80729.14,,,,,,,24011.1,43196.12,,,14523.16,563365.12
1980-03-15,62376.94,,,,,37925.33,,,,92157.35,,209272.5,,,,85623.99,,,,,,,24624.33,41777.89,,,14512.65,568270.9800000001
1980-03-16,63892.74,,,,,37218.829999999994,,,,90526.06999999999,,208173.19999999998,,,,89522.48,,,,,,,24284.66,40843.880000000005,,,14465.92,568927.78
1980-03-17,64203.590000000004,,,,,37003.770000000004,,,,87721.76,,209284.5,,,,89032.31,,,,,,,23917.79,39062.51,,,14396.81,564623.04
1980-03-18,64803.869999999995,,,,,36837.67,,,,83370.01999999999,,187794.90000000002,,,,85031.69,,,,,,,24563.43,38612.99,,,14261.65,535276.22
1980-03-19,63420.8,,,,,36548.899999999994,,,,84724.35,,182438.72000000003,,,,83774.66,,,,,,,24214.44,38450.65,,,14268.24,527840.76
1980-03-20,62173.65,,,,,36571.12,,,,82012.33,,211017.03999999998,,,,86463.59,,,,,,,24713.370000000003,39408.68,,,14246.119999999999,556605.9
1980-03-21,62502.76,,,,,36959.35,,,,86526.73,,211008.83000000002,,,,87030.62,,,,,,,25737.82,38786.29,,,11636.07,560188.47
1980-03-22,59716.86,,,,,37189.78,,,,80689.69,,208854.44,,,,89683.62,,,,,,,26646.57,39692.880000000005,,,12610.1,555083.94
1980-03-23,62834.71000000001,,,,,36821.53,,,,81219.62,,208808.38999999998,,,,88680.88,,,,,,,25911.620000000003,39290.58,,,13096.029999999999,556663.36
1980-03-24,63093.03999999999,,,,,36739.76,,,,81738.53,,189897.08000000002,,,,87652.76,,,,,,,25688.72,40350.96,,,14231.97,539392.8200000001
1980-03-25,63428.74,,,,,36565.98,,,,82228.62,,189989.46000000002,,,,88121.82999999999,,,,,,,28860.7,41288.34,,,14639.16,545122.8300000001
1980-03-26,66587.06999999999,,,,,36876.04,,,,82075.56999999999,,187742.86,,,,85683.94,,,,,,,30638.83,42102.0,,,14189.96,545896.27
1980-03-27,70582.8,,,,,37508.100000000006,,,,83615.09,,192039.72999999998,,,,85411.39,,,,,,,38025.42,42246.32,,,13565.900000000001,562994.75
1980-03-28,78981.47,,,,,38001.82,,,,84917.24,,188135.49000000002,,,,85725.21,,,,,,,38959.770000000004,42882.29,,,13074.289999999999,570677.5800000001
1980-03-29,80668.54,,,,,37653.4,,,,89087.33,,189618.69,,,,88569.83,,,,,,,42508.75,43511.829999999994,,,12717.04,584335.41
1980-03-30,81060.17,,,,,37354.74,,,,90853.20999999999,,188809.2,,,,93249.12000000001,,,,,,,41283.36,43178.229999999996,,,12514.61,588302.64
1980-03-31,72665.56999999999,,,,,35419.16,,,,91502.01999999999,,181662.66999999998,,,,96501.38,,,,,,,40878.55,43949.49,,,12442.84,575021.6799999999
1980-04-01,81917.83,,,,,41349.8,,,,92951.94,,184938.62000000002,,,,98869.31,,,,,,,40999.26,44089.81,,,16042.980000000001,601159.55
1980-04-02,79927.45999999999,,,,,42656.63,,,,96501.47,,187166.72,,,,99336.23000000001,,,,,,,38960.1,43570.79,,,15205.45,603324.85
1980-04-03,82555.97,,,,,43168.259999999995,,,,93135.45000000001,,196116.24,,,,97060.57999999999,,,,,,,38588.28,45645.130000000005,,,16211.02,612480.93
1980-04-04,92028.98999999999,,,,,43691.75,,,,92519.48,,208689.21,,,,91646.5,,,,,,,38710.2,45996.53,,,12764.82,626047.4799999999
1980-04-05,84538.64,,,,,43605.24,,,,92229.54000000001,,206288.3,,,,86624.86,,,,,,,35139.72,46842.84,,,13059.22,608328.36
1980-04-06,76329.22,,,,,42709.520000000004,,,,92358.46,,202750.64,,,,87136.25,,,,,,,32788.44,46438.96,,,13225.69,593737.1799999999
1980-04-07,75072.88,,,,,39523.4,,,,92153.20000000001,,185038.81,,,,86068.75,,,,,,,28154.42,49917.450000000004,,,13470.85,569399.76
1980-04-08,74708.44,,,,,38897.44,,,,89352.18000000001,,196990.75,,,,83802.51000000001,,,,,,,26339.5,51879.6,,,13396.3,575366.7200000001
1980-04-09,73332.43,,,,,38899.689999999995,,,,87492.7,,202316.99,,,,85782.89,,,,,,,25898.899999999998,53302.7,,,13039.95,580066.25
1980-04-10,73334.7,,,,,39129.74,,,,88160.64,,175740.03999999998,,,,85618.69,,,,,,,25115.58,56519.47,,,13080.779999999999,556699.64
1980-04-11,72010.47,,,,,38797.74,,,,89717.42,,172669.71000000002,,,,84969.99,,,,,,,23157.3,57317.89,,,13175.630000000001,551816.15
1980-04-12,73344.47,,,,,38543.11,,,,89922.09,,168896.35,,,,81389.85,,,,,,,24548.14,56559.939999999995,,,13206.25,546410.2
1980-04-13,77380.57,,,,,38485.700000000004,,,,85314.79000000001,,163864.27000000002,,,,75206.57,,,,,,,27864.73,56025.44,,,13075.230000000001,537217.3
1980-04-14,84011.2,,,,,39996.57,,,,94293.16,,164436.72999999998,,,,71940.07,,,,,,,35181.47,55923.42999999999,,,12278.650000000001,558061.28
1980-04-15,86648.06,,,,,42343.84,,,,93321.55,,163871.57,,,,71420.28,,,,,,,29797.56,55281.75,,,11994.869999999999,554679.48
1980-04-16,87445.95999999999,,,,,42317.59,,,,92137.31,,163601.74,,,,75310.76999999999,,,,,,,28994.579999999998,53926.4,,,11854.859999999999,555589.21
1980-04-17,87609.19,,,,,41813.03999999999,,,,92453.29000000001,,164453.44,,,,81865.88,,,,,,,27065.56,50857.13,,,11902.85,558020.38
1980-04-18,88542.35,,,,,41188.7,,,,90780.25,,167156.65,,,,83715.07,,,,,,,24061.51,52050.42,,,11701.79,559196.74
1980-04-19,91131.18,,,,,41869.85,,,,86631.56,,175143.02000000002,,,,87193.57,,,,,,,21978.37,56275.39,,,11776.460000000001,571999.4
1980-04-20,91378.33,,,,,41762.56,,,,87778.65,,178048.38,,,,88149.0,,,,,,,20055.73,58623.5,,,11615.080000000002,577411.23
1980-04-21,93547.22,,,,,40861.63,,,,86998.97,,184704.56,,,,85040.09999999999,,,,,,,19681.15,58981.630000000005,,,11739.230000000001,581554.49
1980-04-22,92298.92,,,,,40714.71,,,,87986.0,,182945.68,,,,80586.0,,,,,,,18664.8,60901.81,,,12819.78,576917.7
1980-04-23,79183.22,,,,,39288.12,,,,85377.19,,175849.02,,,,79348.44,,,,,,,18240.29,63729.729999999996,,,13402.67,554418.68
1980-04-24,77864.0,,,,,38749.01,,,,86268.7,,176113.13,,,,80222.45999999999,,,,,,,18051.690000000002,63720.630000000005,,,13728.91,554718.53
1980-04-25,76211.04000000001,,,,,38706.35,,,,83818.92,,179596.8,,,,79752.9,,,,,,,18070.850000000002,65037.61,,,13295.4,554489.87
1980-04-26,77438.4,,,,,37494.950000000004,,,,80238.58,,183868.5,,,,81290.67,,,,,,,18105.8,63481.53,,,13457.43,555375.86
1980-04-27,80799.20999999999,,,,,38182.060000000005,,,,80249.7,,187881.67,,,,77353.09,,,,,,,17789.51,63571.649999999994,,,13625.900000000001,559452.7899999999
1980-04-28,85158.79999999999,,,,,38089.56,,,,81766.33,,191242.64,,,,80555.1,,,,,,,18471.35,65898.75,,,13380.480000000001,574563.01
1980-04-29,92116.20000000001,,,,,38270.32,,,,93712.51000000001,,187292.09999999998,,,,81893.44,,,,,,,19632.98,64202.37,,,12391.0,589510.92
1980-04-30,96756.78,,,,,38950.700000000004,,,,87942.42,,176738.1,,,,83819.76000000001,,,,,,,18156.420000000002,61421.99,,,12371.859999999999,576158.03
1980-05-01,98074.76000000001,,,,,39298.94,,,,87482.25,,176993.95,,,,87801.4,,,,,,,18227.32,61415.240000000005,,,12438.06,581731.9200000002
1980-05-02,98298.36,,,,,39479.26,,,,86984.5,,176816.43,,,,90333.64000000001,,,,,,,21121.51,60864.36,,,12385.23,586283.29
1980-05-03,99714.29,,,,,39604.88,,,,108837.54000000001,,178722.18,,,,89364.97,,,,,,,22148.17,60253.39,,,12436.02,611081.44
1980-05-04,103137.66,,,,,39750.62,,,,117442.91,,185108.15,,,,91243.59000000001,,,,,,,21919.03,60409.380000000005,,,12377.609999999999,631388.95
1980-05-05,100146.35,,,,,39536.26,,,,141847.36,,185288.09,,,,91330.62,,,,,,,27821.449999999997,60887.98,,,12239.81,659097.92
1980-05-06,99318.42,,,,,39903.83,,,,142996.9,,185078.44,,,,91157.47,,,,,,,30139.57,56284.350000000006,,,12270.279999999999,657149.26
1980-05-07,99134.37,,,,,39753.44,,,,143489.25,,177258.59,,,,88119.69,,,,,,,31582.82,56563.54,,,12198.91,648100.61
1980-05-08,101632.26,,,,,40599.82,,,,141331.41,,187108.24000000002,,,,89016.09999999999,,,,,,,24537.21,58697.01,,,12366.230000000001,655288.28
1980-05-09,101074.96,,,,,39973.47,,,,142659.22999999998,,197151.77,,,,88168.02,,,,,,,21058.42,60385.84999999999,,,13090.08,663561.7999999999
1980-05-10,98515.43,,,,,39554.840000000004,,,,134478.58,,187568.22000000003,,,,89403.19,,,,,,,20619.93,64188.950000000004,,,13757.380000000001,648086.52
1980-05-11,98678.98999999999,,,,,39205.600000000006,,,,140806.4,,182012.7,,,,90069.06999999999,,,,,,,32049.36,61835.61,,,13947.32,658605.0499999999
1980-05-12,92336.72,,,,,40217.36,,,,155462.56,,182542.49,,,,85745.41,,,,,,,42549.22,65464.92,,,13773.91,678092.5900000001
1980-05-13,92026.18000000001,,,,,41560.61,,,,154596.02,,187257.05,,,,88471.58,,,,,,,42047.22,65464.06,,,13075.5,684498.22
1980-05-14,89129.34,,,,,41733.450000000004,,,,154749.26,,191647.15999999997,,,,96469.73,,,,,,,40882.44,65667.06,,,12471.710000000001,692750.1499999999
1980-05-15,87303.45,,,,,41725.51,,,,154549.86,,192697.89,,,,107771.81,,,,,,,31693.45,64946.899999999994,,,12373.46,693062.33
1980-05-16,88413.22,,,,,41583.04,,,,153368.87,,190128.84,,,,105481.90999999999,,,,,,,32094.199999999997,63333.85,,,12307.85,686711.7799999999
1980-05-17,86823.32999999999,,,,,41720.84,,,,150717.2,,191362.3,,,,105021.14,,,,,,,28778.46,63585.37,,,11819.140000000001,679827.7799999999
1980-05-18,87064.01,,,,,42153.67,,,,151246.13,,189177.19,,,,104778.1,,,,,,,28982.64,61936.22,,,11936.279999999999,677274.24
1980-05-19,90610.45,,,,,42676.86,,,,150813.11,,182052.59,,,,108354.92,,,,,,,28125.350000000002,61193.3,,,11528.12,675354.7000000001
1980-05-20,94217.95999999999,,,,,45833.51,,,,150836.08,,178957.13,,,,104718.98000000001,,,,,,,26457.24,67246.76000000001,,,11892.710000000001,680160.37
1980-05-21,94844.44,,,,,46571.270000000004,,,,155049.89,,183472.62,,,,108751.53,,,,,,,27168.75,68877.72,,,12147.89,696884.11
1980-05-22,96015.11,,,,,45179.340000000004,,,,154970.83000000002,,184222.3,,,,111641.98,,,,,,,23865.68,70851.94,,,12293.779999999999,699040.96
1980-05-23,94111.19,,,,,45160.0,,,,152487.57,,179815.51,,,,115834.4,,,,,,,22431.51,70622.47,,,12241.41,692704.06
1980-05-24,96138.38999999998,,,,,43677.4,,,,154898.27,,176713.07,,,,118483.76000000001,,,,,,,21541.789999999997,70809.42,,,11284.220000000001,693546.32
1980-05-25,96130.08,,,,,45229.450000000004,,,,152279.01,,175067.2,,,,120450.16,,,,,,,21380.850000000002,70598.69,,,13850.519999999999,694985.9600000001
1980-05-26,96636.56,,,,,50462.81,,,,150099.68,,181643.84000000003,,,,122565.7,,,,,,,21121.46,72706.03,,,13560.39,708796.4700000001
1980-05-27,98181.18000000001,,,,,50835.96,,,,148284.74,,184576.66,,,,123165.1,,,,,,,19127.92,74540.65,,,13829.59,712541.7999999999
1980-05-28,98909.02,,,,,51659.079999999994,,,,150744.91,,190552.29,,,,126337.32999999999,,,,,,,18505.41,75781.07,,,13436.55,725925.66
1980-05-29,101179.67,,,,,54908.009999999995,,,,152626.74,,196082.06,,,,126258.97,,,,,,,18664.47,76888.81,,,14138.26,740746.99
1980-05-30,102013.93,,,,,57832.61,,,,145633.08000000002,,195879.74,,,,123814.67,,,,,,,18682.84,76650.83,,,14212.58,734720.2799999999
1980-05-31,99590.17,,,,,55707.13,,,,145184.93,,196771.91,,,,121618.57,,,,,,,18516.46,74687.14,,,12255.07,724331.38
1980-06-01,97851.82,,,,,56237.05,,,,131376.48,,199596.06,,,,121911.93000000001,,,,,,,18021.43,72074.66,,,11525.08,708594.5099999999
1980-06-02,95993.73999999999,,,,,58164.63,,,,128163.19,,197015.47000000003,,,,120658.12,,,,,,,16329.97,72198.53,,,11547.1,700070.75
1980-06-03,95568.70999999999,,,,,58090.57,,,,123850.18,,200001.56,,,,122673.72,,,,,,,14943.43,72803.07,,,11423.460000000001,699354.7
1980-06-04,98435.71,,,,,55291.1,,,,116435.55,,200892.47,,,,124678.18,,,,,,,16257.49,72558.32,,,11319.710000000001,695868.5299999999
1980-06-05,101881.70999999999,,,,,54732.98,,,,108021.88999999998,,203123.54,,,,132486.2,,,,,,,14996.53,73564.51,,,11733.4,700540.7600000001
1980-06-06,102301.35,,,,,54061.87,,,,99856.4,,199909.4,,,,140402.22999999998,,,,,,,14509.039999999999,74617.34,,,11610.710000000001,697268.34
1980-06-07,102388.59,,,,,53772.77,,,,102203.01999999999,,198072.11000000002,,,,148532.47,,,,,,,13305.599999999999,75095.48000000001,,,11816.61,705186.65
1980-06-08,102619.45,,,,,53209.8,,,,103572.23,,199219.58000000002,,,,156008.39,,,,,,,12364.44,75605.63,,,11370.65,713970.17
1980-06-09,102255.41,,,,,51828.61,,,,109300.76000000001,,199241.18,,,,163770.76,,,,,,,13476.57,73770.95,,,10547.89,724192.13
1980-06-10,103561.49,,,,,49993.75,,,,109246.70999999999,,198192.03,,,,164538.36,,,,,,,12556.01,75719.83,,,11439.17,725247.35
1980-06-11,101189.48,,,,,50269.49,,,,109759.79999999999,,194464.03999999998,,,,162906.71,,,,,,,13885.68,74609.86,,,12185.29,719270.35
1980-06-12,101118.17,,,,,49867.54,,,,108769.60999999999,,192030.68,,,,163366.79,,,,,,,14066.52,75465.26000000001,,,11105.91,715790.48
1980-06-13,101769.68,,,,,49842.12,,,,119103.99,,189419.69,,,,165003.06,,,,,,,14506.259999999998,75365.2,,,10642.41,725652.41
1980-06-14,102041.28,,,,,48571.340000000004,,,,123046.0,,192774.24000000002,,,,163699.63,,,,,,,17503.04,75516.41,,,10606.980000000001,733758.92
1980-06-15,102376.25,,,,,49564.25,,,,120903.72,,191396.94999999998,,,,166486.41,,,,,,,17555.129999999997,78432.25,,,10768.35,737483.3099999999
1980-06-16,102914.36,,,,,49739.060000000005,,,,114488.9,,190680.53,,,,166024.85,,,,,,,15354.59,75927.07,,,10889.35,726018.7100000001
1980-06-17,102994.21,,,,,51129.22,,,,113600.13,,192968.11000000002,,,,159874.84,,,,,,,15214.71,74777.72,,,10432.359999999999,720991.3
1980-06-18,105543.84999999999,,,,,52312.53,,,,109674.79,,193419.15999999997,,,,157043.21,,,,,,,15352.300000000001,74796.98,,,10826.54,718969.36
1980-06-19,106435.81,,,,,53152.54,,,,108103.26999999999,,194862.65999999997,,,,155608.85,,,,,,,14875.85,73881.56999999999,,,12361.36,719281.91
1980-06-20,106293.93,,,,,53556.87,,,,107061.87999999999,,196215.19,,,,155196.08,,,,,,,15041.98,74251.67,,,14481.48,722099.0800000001
1980-06-21,106286.97,,,,,54023.740000000005,,,,106008.16,,195900.48,,,,155742.12000000002,,,,,,,14468.96,73921.55,,,15695.95,722047.9299999999
1980-06-22,106565.89,,,,,54559.46,,,,104400.78,,196919.71,,,,147327.1,,,,,,,14883.050000000001,73874.76999999999,,,15604.03,714134.79
1980-06-23,108862.87000000001,,,,,54793.95,,,,101556.31,,194240.6,,,,159356.09999999998,,,,,,,14777.09,72914.95999999999,,,15953.38,722455.26
1980-06-24,108132.22,,,,,53577.79,,,,102655.2,,196654.66,,,,163085.58000000002,,,,,,,13287.66,72092.86,,,17557.93,727043.9
1980-06-25,102527.15000000001,,,,,50281.75,,,,102274.29,,197641.31,,,,159369.23,,,,,,,13600.06,70298.81,,,16112.78,712105.38
1980-06-26,103610.33,,,,,50296.1,,,,101307.92000000001,,200037.02000000002,,,,156454.88,,,,,,,14141.119999999999,67585.88,,,15624.949999999999,709058.2
1980-06-27,114607.62000000001,,,,,51610.350000000006,,,,101330.88,,200751.27000000002,,,,155843.89,,,,,,,14049.59,67686.48999999999,,,16366.14,722246.2300000001
