Date,AL,BA,BE,BG,CY,DE,DK,EE,EL,ES,FI,FR,HR,IE,IT,LT,LV,ME,ML,NL,NO,PL,PT,RO,SE,SI,UK
1982-05-09,0.0,0.0,0.0,487.2248643632346,0.0,0.0,65553.82928172,10039.466881776,0.0,0.0,42.3359284,133.7624021,27.96008592,0.0,111.035239056,0.0,0.0,0.0,0.0,1190.8345949115,5.402412074499998,0.0,0.0,0.0,1767.06353747,0.0,22045.941851848
1982-05-10,0.0,0.0,0.0,165.2416021760821,0.0,0.0,21245.81267874,2987.9674928656,0.0,0.0,16.177716955,109.911271811,16.32689818,0.0,83.0430623232,0.0,0.0,0.0,0.0,250.07372913972895,3.165214947599999,0.0,0.0,0.0,485.587332475,0.0,26876.895340784
1982-05-11,0.0,0.0,0.0,142.07139829310614,0.0,0.0,23194.79284434,1630.3179780408,0.0,0.0,13.72317602,475.987369412,6.7438609038,0.0,39.7854859248,0.0,0.0,0.0,0.0,783.90764960409,5.110414594699999,0.0,0.0,0.0,356.094806424,0.0,37705.17619239351
1982-05-12,0.0,0.0,0.0,2925.192681182376,0.0,0.0,46150.38571416,15024.791803536,0.0,0.0,31.482178945,393.694203835,4.862183724,0.0,51.9533110404,0.0,0.0,0.0,0.0,1886.099000907,11.210201908999998,0.0,0.0,0.0,1162.91674373,0.0,77573.781254225
1982-05-13,0.0,0.0,0.0,15526.281358086002,0.0,0.0,50292.50116098,25511.175928384,0.0,0.0,71.71443695,233.7885835196,7.304676668,0.0,81.264027348,0.0,0.0,0.0,0.0,2432.593178136,6.649271470799999,0.0,0.0,0.0,1773.42806046,0.0,79209.06794827
1982-05-14,0.0,0.0,0.0,4010.1931057011,0.0,0.0,3187.0109876280003,26653.03193864,0.0,0.0,62.44641505,139.0970392606,5.596039402,0.0,87.8144389668,0.0,0.0,0.0,0.0,3367.745692113,4.361216916399998,0.0,0.0,0.0,1078.105238735,0.0,70038.0030787
1982-05-15,0.0,0.0,0.0,4573.1613325104,0.0,0.0,3990.982878948,20998.401805872,0.0,0.0,47.45493235,49.9455469573,4.68969231,0.0,41.897786364,0.0,0.0,0.0,0.0,2799.854751936,4.710043334399999,0.0,0.0,0.0,638.235878112,0.0,42579.92442333
1982-05-16,0.0,0.0,0.0,12912.379873086002,0.0,0.0,30776.317162656,8819.3354225408,0.0,0.0,25.809493,32.6553430343,1.31658650402,0.0,17.780935032,0.0,0.0,0.0,0.0,1067.1555266954372,2.9892830876999987,0.0,0.0,0.0,513.429509418,0.0,34401.1918531575
1982-05-17,0.0,0.0,0.0,9657.085369242,0.0,0.0,14831.473415148,3660.84006044,0.0,0.0,13.76209407,19.72294616061,0.09989969302,0.0,9.76524887268,0.0,0.0,0.0,0.0,43.8880371567132,3.9168118708999984,0.0,0.0,0.0,539.444096443,0.0,18918.7135967065
1982-05-18,0.0,0.0,0.0,5391.2347674999,0.0,0.0,5918.6445938724,5157.7615978624,0.0,0.0,28.62973922,20.469530219651,0.0996836894614,0.0,5.2127572644,0.0,0.0,0.0,0.0,410.6485826718,2.406402496499999,0.0,0.0,0.0,857.277874145,0.0,8004.535071312
1982-05-19,0.0,0.0,0.0,2593.658549503989,0.0,0.0,18546.045159096,6641.6386591952005,0.0,0.0,6.29188321,57.54558950855,0.0856301108512,0.0,3.55546128672,0.0,0.0,0.0,0.0,379.01914524606,4.465169227499999,0.0,0.0,0.0,680.499908697,0.0,10219.699987516
1982-05-20,0.0,0.0,0.0,384.59070342733565,0.0,0.0,2261.23623352224,5249.3699786112,0.0,0.0,3.488225025,214.3701784078,0.1192889049555999,0.0,3.683487817044,0.0,0.0,0.0,0.0,105.0996598847844,1.9369544069999989,0.0,0.0,0.0,156.910954095,0.0,7967.4345747895
1982-05-21,0.0,0.0,0.0,455.667682229778,0.0,0.0,2049.096306474828,1783.0550148352,0.0,0.0,6.085501255,165.1465671685,0.4159807852206,0.0,5.35099266324,0.0,0.0,0.0,0.0,267.2326168343634,0.4640686871199984,0.0,0.0,0.0,167.2713815605,0.0,50581.735133304
1982-05-22,0.0,0.0,0.0,194.4476352162501,0.0,0.0,31160.68521921498,756.51034335456,0.0,0.0,2.8584596599999994,434.407196917,0.265121158694,0.0,7.560795004559999,0.0,0.0,0.0,0.0,9158.91664974,3.269742224889999,0.0,0.0,0.0,286.740961556,0.0,72511.90035421
1982-05-23,0.0,0.0,0.0,2255.7243559154786,0.0,0.0,29314.732216536,1907.396065895991,0.0,0.0,16.06075663,714.9797209320001,2.796489646,0.0,30.697374834,0.0,0.0,0.0,0.0,7294.53865008,2.957822355999999,0.0,0.0,0.0,1029.03864161,0.0,52245.001507665
1982-05-24,0.0,0.0,0.0,3395.4353889981003,0.0,0.0,31227.816738144,20034.653486576,0.0,0.0,37.2668335,523.018638797,7.780875404,0.0,65.066049972,0.0,0.0,0.0,0.0,7377.259372032,4.845212984299999,0.0,0.0,0.0,867.64026797,0.0,91263.3177862
1982-05-25,0.0,0.0,0.0,568.547968195695,0.0,0.0,89436.46328448,19264.182752656,0.0,0.0,44.43171755,150.1560460682,6.42656659,0.0,74.904681474,0.0,0.0,0.0,0.0,9420.893153661,9.623341864,0.0,0.0,0.0,2132.23429363,0.0,105604.436900555
1982-05-26,0.0,0.0,0.0,3455.1788406408004,0.0,0.0,42491.91228204,26220.956845824,0.0,0.0,63.7393184,180.703579464,4.213382522,0.0,63.5298360984,0.0,0.0,0.0,0.0,507.308840874,13.172979543,0.0,0.0,0.0,2006.9541408,0.0,52250.1416679
1982-05-27,0.0,0.0,0.0,9391.629054258,0.0,0.0,35925.15155424,7443.9565397584,0.0,0.0,26.989089675,183.1334209498,1.98305136162,0.0,23.2798457556,0.0,0.0,0.0,0.0,2874.980476896,10.980936367999998,0.0,0.0,0.0,944.54300563,0.0,40237.79647296
1982-05-28,0.0,0.0,0.0,7443.8433940566,0.0,0.0,103632.20574876,19690.954155792,0.0,0.0,53.57075615,105.1829277143,3.3273020788,0.0,27.2665105524,0.0,0.0,0.0,0.0,3615.227697015,6.395170265299999,0.0,0.0,0.0,2197.81042502,0.0,48298.52461503
1982-05-29,0.0,0.0,0.0,3898.0431297216,0.0,0.0,52223.12694924,16500.132411904,0.0,0.0,74.48699135,344.8516881767,9.427173324,0.0,30.1486536792,0.0,0.0,0.0,0.0,1505.0856864587015,8.401208698199998,0.0,0.0,0.0,2092.18587508,0.0,77376.39274163
1982-05-30,0.0,0.0,0.0,15439.296292767,0.0,0.0,16326.671125752,15242.14890712,0.0,0.0,34.9974661,339.20459528550003,11.36770544,0.0,59.4835814412,0.0,0.0,0.0,0.0,6035.068248198,13.658815535,0.0,0.0,0.0,891.465948828,0.0,78298.869631585
1982-05-31,0.0,0.0,0.0,12468.89617100247,0.0,0.0,9507.6840612,12351.84076688,0.0,0.0,33.7619643,134.3371750611,3.366194272,0.0,42.2244718812,0.0,0.0,0.0,0.0,3497.118209871,13.864262850999998,0.0,0.0,0.0,951.71489819,0.0,48210.614835426
1982-06-01,0.0,0.0,0.0,6442.512348219901,0.0,0.0,18193.093168848,2111.5912748128,0.0,0.0,7.987944966,85.9035112622,2.328310839852,0.0,28.510388424,0.0,0.0,0.0,0.0,72.501813767097,7.957302032799999,0.0,0.0,0.0,402.506802999,0.0,16402.4670833915
1982-06-02,0.0,0.0,0.0,1697.4096445221,0.0,0.0,5997.9675268344,2108.44031762688,0.0,0.0,11.92532358,39.55804180575,1.3022864606826,0.0,24.337051074,0.0,0.0,0.0,0.0,559.846089505263,8.339206416,0.0,0.0,0.0,251.515239381,0.0,30854.192193455
1982-06-03,0.0,0.0,0.0,5947.898847153,0.0,0.0,16695.626093484,381.0668467224459,0.0,0.0,1.6528108896499996,53.155756568,0.5442381776,0.0,19.2042192132,0.0,0.0,0.0,0.0,576.6216427554,3.4312615963999997,0.0,0.0,0.0,157.7329876339,0.0,6992.1457202595
1982-06-04,0.0,0.0,0.0,5212.359385647001,0.0,0.0,17479.858656,245.768718212704,0.0,0.0,9.851289315,30.3667034143,0.282841366148,0.0,13.5768340008,0.0,0.0,0.0,0.0,863.6687298147514,7.478407017599999,0.0,0.0,0.0,257.950409822,0.0,14623.3759129655
1982-06-05,0.0,0.0,0.0,2636.213660624611,0.0,0.0,3625.268479794,6714.4427425752,0.0,0.0,34.67826735,27.74031750758,0.295049987458,0.0,10.017101934,0.0,0.0,0.0,0.0,292.0724906839971,12.552887974,0.0,0.0,0.0,917.198001062,0.0,7709.6079252084
1982-06-06,0.0,0.0,0.0,1119.3939358188,0.0,0.0,24126.938842344,14746.603632032,0.0,0.0,49.0602617,105.58558084455,0.1767484687494,0.0,10.86035795712,0.0,0.0,0.0,0.0,148.9346700884625,10.022772111499998,0.0,0.0,0.0,1468.81198506,0.0,32171.4873965125
1982-06-07,0.0,0.0,0.0,2057.1337138086,0.0,0.0,30623.067294924,17203.522386256,0.0,0.0,17.019068795,106.5349059868,0.469958200406,0.0,9.5096641248,0.0,0.0,0.0,0.0,632.97814026381,6.108553709099999,0.0,0.0,0.0,1079.160970279,0.0,9288.623741527
1982-06-08,0.0,0.0,0.0,3040.6111442481,0.0,0.0,66311.89644144,23047.158783312,0.0,0.0,61.32870175,101.3354836289,0.389434899396,0.0,2.7971288495639994,0.0,0.0,0.0,0.0,1753.87971726,12.375446469999998,0.0,0.0,0.0,1486.99242958,0.0,5453.08432286
1982-06-09,0.0,0.0,0.0,768.0194343074043,0.0,0.0,35431.32106332,12581.161637824,0.0,0.0,38.38423185,192.6309456056,0.165327554589,0.0,1.853521342344,0.0,0.0,0.0,0.0,2138.3104644,12.547146898,0.0,0.0,0.0,650.646062045,0.0,32704.632623405
1982-06-10,0.0,0.0,0.0,2722.6033760883,0.0,0.0,13917.686393208,11333.692376592,0.0,0.0,23.54216575,207.2728672979,0.0715317403708,0.0,4.436783973719999,0.0,0.0,0.0,0.0,3713.606664438,7.944644221999999,0.0,0.0,0.0,316.709588874,0.0,86202.59911011
1982-06-11,0.0,0.0,0.0,830.625411303433,0.0,0.0,38565.92723724,15410.111955376,0.0,0.0,21.71171795,257.7152401665,3.0056501868,0.0,19.83513499632,0.0,0.0,0.0,0.0,8700.78014553,9.906287334999998,0.0,0.0,0.0,883.7665865490001,0.0,60200.57052799
1982-06-12,0.0,0.0,0.0,3238.7013708837003,0.0,0.0,81672.38421264,4364.0309068288,0.0,0.0,14.106910905,697.588201562,17.11827886,0.0,98.6375975508,0.0,0.0,0.0,0.0,11525.59200474,11.641099779,0.0,0.0,0.0,767.7490612400001,0.0,63384.8729667
1982-06-13,0.0,0.0,0.0,6462.5361499440005,0.0,0.0,87670.00090992,983.91551991936,0.0,0.0,18.10406373,655.281270431,3.584462544,0.0,174.008723616,0.0,0.0,0.0,0.0,9825.91237485,10.469579368999998,0.0,0.0,0.0,1177.74711985,0.0,56665.66148912
1982-06-14,0.0,0.0,0.0,10154.1441273267,0.0,0.0,48467.02689192,2703.24814187104,0.0,0.0,7.630449755,296.915111791,6.673078474,0.0,237.136908708,0.0,0.0,0.0,0.0,9475.90789398,7.250252325999998,0.0,0.0,0.0,1195.64023817,0.0,12997.651491239
1982-06-15,0.0,0.0,0.0,10584.0079295484,0.0,0.0,7858.444139988,22638.430044848,0.0,0.0,36.225588825,303.678381159,1.5571978182,0.0,64.4066033688,0.0,0.0,0.0,0.0,2261.2395255615,3.518293851699999,0.0,0.0,0.0,1324.39632549,0.0,46895.1802094945
1982-06-16,0.0,0.0,0.0,1461.1438094121302,0.0,0.0,16978.06250673,30719.668362752,0.0,0.0,65.76673135,272.1137528078,1.27071368388,0.0,21.9812576256,0.0,0.0,0.0,0.0,1359.324207747,4.720464425099999,0.0,0.0,0.0,1388.60012207,0.0,22222.414359878
1982-06-17,0.0,0.0,0.0,412.1379888646295,0.0,0.0,70269.21497856,24097.161950032,0.0,0.0,57.361954,456.123252523,1.55929614066,0.0,14.1098913396,0.0,0.0,0.0,0.0,1541.704058796,7.151162000999999,0.0,0.0,0.0,968.012482388,0.0,68501.1447550125
1982-06-18,0.0,0.0,0.0,1919.193497234394,0.0,0.0,3808.413929330587,2978.797877171118,0.0,0.0,7.31868056,773.7551431530001,2.4315570134,0.0,16.150697604719998,0.0,0.0,0.0,0.0,6339.60763623,3.437524438899999,0.0,0.0,0.0,270.30783192350003,0.0,101563.747400465
1982-06-19,0.0,0.0,0.0,5364.075822414523,0.0,0.0,7236.988658172,251.00900985700736,0.0,0.0,20.25352521,447.3603677648,4.561182342,0.0,39.2947341444,0.0,0.0,0.0,0.0,5501.79531594,2.9254699050999986,0.0,0.0,0.0,482.244297213,0.0,42128.4028934175
1982-06-20,0.0,0.0,0.0,1008.72387907758,0.0,0.0,23989.071652026,476.295113288336,0.0,0.0,11.27365209,95.4065939057,0.569503395534,0.0,11.9725042752,0.0,0.0,0.0,0.0,2397.225911949,5.729983198899999,0.0,0.0,0.0,370.663897996,0.0,5431.666733836
1982-06-21,0.0,0.0,0.0,633.330130353714,0.0,0.0,48973.6312182,203.1274210464336,0.0,0.0,4.248534449999999,116.6550785893,0.0518486189694,0.0,20.6093143116,0.0,0.0,0.0,0.0,738.232392513,5.284474673199998,0.0,0.0,0.0,357.665033145,0.0,21611.4488702885
1982-06-22,0.0,0.0,0.0,1524.21937785234,0.0,0.0,5437.8330995508,6687.4245744736,0.0,0.0,10.35022399,520.022114188,0.279747211256,0.0,14.09929395588,0.0,0.0,0.0,0.0,6646.064555592,3.8319596499,0.0,0.0,0.0,163.25940456,0.0,107255.95151076
1982-06-23,0.0,0.0,0.0,1669.640156218875,0.0,0.0,64915.70816484,2017.0613814312,0.0,0.0,9.877528313,741.419942493,12.4200253662,0.0,51.4643610852,0.0,0.0,0.0,0.0,5896.767002742,2.0632780889999984,0.0,0.0,0.0,891.942939958,0.0,83622.39199203
1982-06-24,0.0,0.0,0.0,5043.2741976864,0.0,0.0,29432.815015032,2308.3999420928,0.0,0.0,9.391868322,262.7219679756,5.032919066,0.0,37.6773614028,0.0,0.0,0.0,0.0,1398.338738360157,5.259762723399999,0.0,0.0,0.0,273.336892668,0.0,39125.407345925
1982-06-25,0.0,0.0,0.0,836.1347064546338,0.0,0.0,13309.085496252,3604.3713625344,0.0,0.0,4.1560832355,384.569544684,4.01474564,0.0,61.164624024,0.0,0.0,0.0,0.0,4371.795536757,4.752996869399999,0.0,0.0,0.0,117.4704023787,0.0,89473.73713608
1982-06-26,0.0,0.0,0.0,1989.662395228509,0.0,0.0,68650.04711136,1158.75238624176,0.0,0.0,2.37260596585,774.749611542,8.325761272,0.0,43.9140097872,0.0,0.0,0.0,0.0,5101.322857257,7.078187352599999,0.0,0.0,0.0,816.948597787,0.0,55809.843584695
1982-06-27,0.0,0.0,0.0,9084.7876529019,0.0,0.0,3261.7896956268,3603.052591128,0.0,0.0,2.3425636245,931.298063486,2.853444014,0.0,134.33977998,0.0,0.0,0.0,0.0,4697.6705919,4.697138940599999,0.0,0.0,0.0,689.26710741,0.0,54380.713723385
1982-06-28,0.0,0.0,0.0,6454.7630592912,0.0,0.0,5740.114108248,23159.062953328,0.0,0.0,24.89292237,745.412723184,3.95870787,0.0,124.190991792,0.0,0.0,0.0,0.0,11079.40902387,2.9192389405999988,0.0,0.0,0.0,1004.19035556,0.0,77946.89054726501
1982-06-29,0.0,0.0,0.0,5070.290508471394,0.0,0.0,29385.8338878,27196.986931056,0.0,0.0,49.56224545,520.0478150920001,0.4899500264,0.0,46.418799168,0.0,0.0,0.0,0.0,12395.63794161,4.778818178199999,0.0,0.0,0.0,1580.46279503,0.0,57983.224837655
1982-06-30,0.0,0.0,0.0,403.3101151182992,0.0,0.0,54703.96796592,11777.185373512,0.0,0.0,44.0764375,177.9829110792,2.149637391,0.0,34.3573156836,0.0,0.0,0.0,0.0,8975.42153673,3.158383462299999,0.0,0.0,0.0,1524.38702507,0.0,41919.116568379
1982-07-01,0.0,0.0,0.0,4303.19672475312,0.0,0.0,76577.55907776,986.55380121952,0.0,0.0,6.6572807350000005,85.03726215475,2.9134107169326,0.0,33.6289322376,0.0,0.0,0.0,0.0,4041.136447227,1.4282539360599986,0.0,0.0,0.0,699.155433305,0.0,71556.57463674
1982-07-02,0.0,0.0,0.0,4245.413320368966,0.0,0.0,8658.641419116,322.381436895632,0.0,0.0,1.950592887,235.0421256286,0.8224862026,0.0,17.6753841516,0.0,0.0,0.0,0.0,1634.9618916444,1.9862686839999988,0.0,0.0,0.0,108.423588644,0.0,43204.519993625
1982-07-03,0.0,0.0,0.0,1745.3590166664503,0.0,0.0,78036.52837968,996.566473817152,0.0,0.0,5.8981452265,206.5440714625,0.1787752399,0.0,35.7031884636,0.0,0.0,0.0,0.0,3979.930402107,2.6184178603999992,0.0,0.0,0.0,1547.851630234,0.0,53576.02545516
1982-07-04,0.0,0.0,0.0,1946.192765511324,0.0,0.0,113464.95666012,16984.394732864,0.0,0.0,43.4765211,208.7994116472,2.01897169,0.0,41.6019971808,0.0,0.0,0.0,0.0,13649.812539,7.383213750499999,0.0,0.0,0.0,2084.18482902,0.0,94992.878421515
1982-07-05,0.0,0.0,0.0,5018.68304947342,0.0,0.0,83538.35312472,8594.836088288,0.0,0.0,42.5940141,103.0821341347,2.1035522631,0.0,24.9018226632,0.0,0.0,0.0,0.0,9137.557941897,8.862757577999998,0.0,0.0,0.0,1742.13964001,0.0,44457.608220165
1982-07-06,0.0,0.0,0.0,577.7956342048296,0.0,0.0,47485.66782492,1564.597736661504,0.0,0.0,11.485785505,102.0046077405,0.3648771333638,0.0,10.28971109628,0.0,0.0,0.0,0.0,1997.900398626,13.736293335,0.0,0.0,0.0,661.037127996,0.0,18599.9447673035
1982-07-07,0.0,0.0,0.0,224.5973938220841,0.0,0.0,27603.70636608,4023.9047025020654,0.0,0.0,5.500169514,112.8653397654,3.37949408578,0.0,43.5556619568,0.0,0.0,0.0,0.0,50.6962124292954,11.330558425,0.0,0.0,0.0,263.692256499,0.0,54239.404384425
1982-07-08,0.0,0.0,0.0,9689.52744591252,0.0,0.0,13572.359893248,22642.07679816,0.0,0.0,22.39189665,314.239616301,4.1308285080000005,0.0,101.73747402,0.0,0.0,0.0,0.0,1273.6818944680217,8.5255294137,0.0,0.0,0.0,229.237878702,0.0,39098.751245161
1982-07-09,0.0,0.0,0.0,12741.1367254275,0.0,0.0,6962.557116550776,17808.715141888,0.0,0.0,32.158407600000004,300.921946846,4.109583578,0.0,64.224333684,0.0,0.0,0.0,0.0,8803.20864027,8.360734071,0.0,0.0,0.0,461.011960437,0.0,97308.252133245
1982-07-10,0.0,0.0,0.0,952.1651806221,0.0,0.0,64431.631446,2966.0052563568,0.0,0.0,20.224446065,90.833515926,4.026986261,0.0,15.85019780568,0.0,0.0,0.0,0.0,4430.58550557909,8.643830132199998,0.0,0.0,0.0,782.7941502570001,0.0,27059.482091557
1982-07-11,0.0,0.0,0.0,1136.86592468253,0.0,0.0,7188.03529236,1285.44469692944,0.0,0.0,35.5501033,330.452574888,2.529811054,0.0,9.11969819208,0.0,0.0,0.0,0.0,6313.036947525,4.113675740999998,0.0,0.0,0.0,913.687845238,0.0,35954.0483678815
1982-07-12,0.0,0.0,0.0,702.31935699621,0.0,0.0,11199.520197528,918.8295551695873,0.0,0.0,16.34557663,213.3935729904,0.603995387,0.0,6.561888603479999,0.0,0.0,0.0,0.0,12535.88433933,12.882378936,0.0,0.0,0.0,353.105754036,0.0,62913.404527315
1982-07-13,0.0,0.0,0.0,887.2395586541403,0.0,0.0,15136.6645482,8786.332527872,0.0,0.0,21.89791215,222.2221251141,0.50137449877,0.0,3.78305531352,0.0,0.0,0.0,0.0,7602.75561111,11.204570037,0.0,0.0,0.0,985.79961522,0.0,35991.576730425
1982-07-14,0.0,0.0,0.0,36.53293556170695,0.0,0.0,55847.549356560005,8391.176164904,0.0,0.0,5.77120905,184.0790430812,0.109403086708,0.0,12.76158974202,0.0,0.0,0.0,0.0,6696.91574013,5.995401011599999,0.0,0.0,0.0,1517.96409898,0.0,27919.057582195
1982-07-15,0.0,0.0,0.0,627.066119499404,0.0,0.0,76590.38593596,6405.9353049424,0.0,0.0,31.2932165,288.809428926,0.10643197297,0.0,5.267705811479999,0.0,0.0,0.0,0.0,5056.596736851,5.738982259399998,0.0,0.0,0.0,1677.3618589,0.0,62837.138645655
1982-07-16,0.0,0.0,0.0,3169.29445026693,0.0,0.0,34157.526156624,10010.64670672,0.0,0.0,47.15727095,69.2595788601,1.1927110368098,0.0,10.525590311039998,0.0,0.0,0.0,0.0,5853.8584736775,8.075153236999999,0.0,0.0,0.0,1925.66450006,0.0,45025.412903595
1982-07-17,0.0,0.0,0.0,4569.7993771644005,0.0,0.0,11785.07426616,7848.490768664,0.0,0.0,35.6709192,87.83564770468,2.473841828848,0.0,25.6751355168,0.0,0.0,0.0,0.0,126.4595080419,6.268430453499999,0.0,0.0,0.0,1058.998566115,0.0,38677.273520045
1982-07-18,0.0,0.0,0.0,7896.508854906001,0.0,0.0,19175.26581984,2043.0174815712,0.0,0.0,25.1731973,272.1862983203,3.105633774,0.0,41.4203725404,0.0,0.0,0.0,0.0,486.601496344854,15.263799649,0.0,0.0,0.0,808.361903223,0.0,19324.1320739745
1982-07-19,0.0,0.0,0.0,3145.0126453011003,0.0,0.0,13704.384820464,2113.08350179696,0.0,0.0,15.776017915,558.610859071,2.672697884,0.0,13.53752870904,0.0,0.0,0.0,0.0,3580.387556955,16.882500686999997,0.0,0.0,0.0,572.179923945,0.0,39714.333035595
1982-07-20,0.0,0.0,0.0,786.8531954412331,0.0,0.0,26479.409529456,7797.3421816624,0.0,0.0,46.509926,578.646645378,1.781066872516,0.0,12.697167168,0.0,0.0,0.0,0.0,5762.026410723,15.541040337999998,0.0,0.0,0.0,1244.87298775,0.0,47091.308039845
1982-07-21,0.0,0.0,0.0,47.999848582520464,0.0,0.0,41558.49692748,4642.5973362528,0.0,0.0,22.74992427,417.315764245,1.3875083758,0.0,16.1704357668,0.0,0.0,0.0,0.0,5866.93526859,11.981848505,0.0,0.0,0.0,899.7500386,0.0,48491.145914325
1982-07-22,0.0,0.0,0.0,2.7921478929023698,0.0,0.0,10172.422752492,5708.566786784,0.0,0.0,19.2613327,288.371678235,0.86226978994,0.0,12.47382882144,0.0,0.0,0.0,0.0,3748.780725723,11.523646507,0.0,0.0,0.0,546.506076886,0.0,30439.5103272725
1982-07-23,0.0,0.0,0.0,86.21246829537932,0.0,0.0,9997.30300998,10295.325573232,0.0,0.0,34.13413175,325.147786021,1.1373118383,0.0,31.8864051828,0.0,0.0,0.0,0.0,1974.243595962,9.224351411,0.0,0.0,0.0,848.467218816,0.0,13021.6791418695
1982-07-24,0.0,0.0,0.0,112.7053869222994,0.0,0.0,2073.4377568788,8454.328246552,0.0,0.0,20.294733495,262.8442027022,0.189435277078,0.0,29.086914654,0.0,0.0,0.0,0.0,454.9106296614,10.688813620999998,0.0,0.0,0.0,414.700804112,0.0,6336.2567223325
1982-07-25,0.0,0.0,0.0,382.6261094465708,0.0,0.0,27260.050277460003,423.74507428112,0.0,0.0,7.807487626,241.9849876241,0.294326086368,0.0,89.478858924,0.0,0.0,0.0,0.0,871.884327171,8.644461532799998,0.0,0.0,0.0,548.586335423,0.0,27792.273864925
1982-07-26,0.0,0.0,0.0,972.944043026196,0.0,0.0,68583.23404764,209.2367739316067,0.0,0.0,11.746868365,232.5205688762,2.5516642566,0.0,117.004924008,0.0,0.0,0.0,0.0,3928.137936294,6.227009916799998,0.0,0.0,0.0,857.2628564080001,0.0,23266.79549998
1982-07-27,0.0,0.0,0.0,1768.4245716573,0.0,0.0,28590.298429212,4835.26839236752,0.0,0.0,18.568822275,343.86536575,3.835814426,0.0,77.8494329172,0.0,0.0,0.0,0.0,8279.63221767,8.026527729499998,0.0,0.0,0.0,1054.025718354,0.0,16160.7619413655
1982-07-28,0.0,0.0,0.0,298.07319049848184,0.0,0.0,3374.228696982,9562.57052152,0.0,0.0,23.83955598,504.341155299,0.3244671873294,0.0,15.076329723,0.0,0.0,0.0,0.0,6880.78667661,6.908293850599998,0.0,0.0,0.0,388.597476449,0.0,19678.6767932855
1982-07-29,0.0,0.0,0.0,559.0850326701554,0.0,0.0,5074.66121721,9274.438809904,0.0,0.0,7.51802821,557.775067156,2.0918342311582,0.0,22.5738755676,0.0,0.0,0.0,0.0,7109.91055434,7.006962429199999,0.0,0.0,0.0,134.5635587205,0.0,31201.544566625
1982-07-30,0.0,0.0,0.0,6452.442931326001,0.0,0.0,4577.548973868,5471.2581545616,0.0,0.0,8.42915404,485.404144433,0.77986714672,0.0,41.993522802,0.0,0.0,0.0,0.0,9725.06382012,7.9005495856999985,0.0,0.0,0.0,156.432887674,0.0,38940.174076935
1982-07-31,0.0,0.0,0.0,570.7307351623124,0.0,0.0,8312.762180034,3743.1293940176,0.0,0.0,14.780261715,289.266949655,8.22854142608,0.0,79.1401492728,0.0,0.0,0.0,0.0,8179.665863820001,3.098809733079999,0.0,0.0,0.0,273.225963521,0.0,28147.0686698465
1982-08-01,0.0,0.0,0.0,677.05267737849,0.0,0.0,5725.945497168,887.84124384128,0.0,0.0,4.074204545,39.03071676137,8.734121822,0.0,41.7458886012,0.0,0.0,0.0,0.0,1941.18050346,1.623810178419999,0.0,0.0,0.0,262.80329473300003,0.0,12458.959477743
1982-08-02,0.0,0.0,0.0,2468.6425481260203,0.0,0.0,14171.843663172,1174.8187574999808,0.0,0.0,2.933414972,169.2715445217,1.14166826412,0.0,26.1416882916,0.0,0.0,0.0,0.0,6162.44415963,7.5568789672999985,0.0,0.0,0.0,125.6608624404,0.0,9349.7996018955
1982-08-03,0.0,0.0,0.0,4940.2741090545005,0.0,0.0,30976.91240982,2079.7947286704,0.0,0.0,7.267287417499999,200.3564571247,4.079632992,0.0,29.4866924688,0.0,0.0,0.0,0.0,5506.412300235,6.622985649399999,0.0,0.0,0.0,305.777130246,0.0,9800.8290045405
1982-08-04,0.0,0.0,0.0,2836.607939761044,0.0,0.0,49193.52672156,1146.9539873256,0.0,0.0,5.48974424,273.8017139122,1.170325601186,0.0,17.783213553,0.0,0.0,0.0,0.0,2439.978924207,6.885084752999999,0.0,0.0,0.0,279.138285538,0.0,17271.563270858
1982-08-05,0.0,0.0,0.0,1294.9699722732746,0.0,0.0,49827.04047984,2877.4992776752,0.0,0.0,8.629359745,232.982888096,1.43274081,0.0,31.9342390164,0.0,0.0,0.0,0.0,549.44493635559,3.687674435299999,0.0,0.0,0.0,399.300952701,0.0,26504.346478776
1982-08-06,0.0,0.0,0.0,848.94537816258,0.0,0.0,17486.611175436,864.12253045392,0.0,0.0,11.62571364,335.7985369638,0.299019215333,0.0,15.6445806384,0.0,0.0,0.0,0.0,50.2144952526327,1.7140843575499989,0.0,0.0,0.0,334.364329572,0.0,47245.17375194
1982-08-07,0.0,0.0,0.0,841.5930488618401,0.0,0.0,4477.7476933176,3333.7717677456,0.0,0.0,9.308289095,431.518877534,0.074820864637,0.0,21.9706665696,0.0,0.0,0.0,0.0,750.34943283498,2.131252175149999,0.0,0.0,0.0,374.054629123,0.0,24552.569990582502
1982-08-08,0.0,0.0,0.0,460.3550609402701,0.0,0.0,12808.8996762168,1842.10683624656,0.0,0.0,3.20636086,244.3276026321,0.15681070752,0.0,18.4590998298,0.0,0.0,0.0,0.0,2216.567278035,4.094166873049999,0.0,0.0,0.0,398.123095139,0.0,83693.342702005
1982-08-09,0.0,0.0,0.0,345.99698837562005,0.0,0.0,74001.32766936,6444.8771329888,0.0,0.0,30.69438975,273.4880300605,0.31751795832,0.0,15.540923979,0.0,0.0,0.0,0.0,3239.153160936,10.903237376999998,0.0,0.0,0.0,1587.99999421,0.0,77378.77503364
