Date,AL,BA,BE,BG,CY,DE,DK,EE,EL,ES,FI,FR,HR,IE,IT,LT,LV,ME,ML,NL,NO,PL,PT,RO,SE,SI,UK
1979-02-07,0.0,0.0,0.0,14464.591231455,0.0,0.0,63333.624676608,13467.871936236,0.0,0.0,72.75150495,765.4203847690001,3.3823732986916,0.0,121.062872196,0.0,0.0,0.0,0.0,8376.2914439391,12.015112462,0.0,0.0,0.0,2469.07760561,0.0,92177.84414426
1979-02-08,0.0,0.0,0.0,2610.32008028208,0.0,0.0,93702.44395512,22030.567951648,0.0,0.0,39.772712825,640.782370649,0.61931555851,0.0,173.5176710232,0.0,0.0,0.0,0.0,9398.402021976,10.576217167,0.0,0.0,0.0,1568.64502214,0.0,88292.85378607501
1979-02-09,0.0,0.0,0.0,388.417411842737,0.0,0.0,92661.968451,9799.0079920768,0.0,0.0,22.380002625,440.4837301622,6.24966245552,0.0,63.148769208,0.0,0.0,0.0,0.0,2513.250251127,11.854632492,0.0,0.0,0.0,2286.51444385,0.0,99141.96828827
1979-02-10,0.0,0.0,0.0,10169.49170567848,0.0,0.0,6673.672020054,20792.133084896,0.0,0.0,41.37739575,698.499510602,22.904542142,0.0,206.135839224,0.0,0.0,0.0,0.0,10109.76424029,11.526810042,0.0,0.0,0.0,2217.90524277,0.0,123597.97677946
1979-02-11,0.0,0.0,0.0,4964.680267850101,0.0,0.0,18563.80628505,13278.1253128576,0.0,0.0,16.473895385,815.61055494,12.897000594,0.0,176.7833665668,0.0,0.0,0.0,0.0,14854.8374634,5.816842984099999,0.0,0.0,0.0,969.552519964,0.0,130357.834214395
1979-02-12,0.0,0.0,0.0,7498.4788885974,0.0,0.0,96848.18741988,15051.6990514144,0.0,0.0,20.151771925,542.026771346,25.03720142,0.0,252.175118328,0.0,0.0,0.0,0.0,11268.82989045,4.001540929199998,0.0,0.0,0.0,1139.51185467,0.0,112205.073601685
1979-02-13,0.0,0.0,0.0,17247.053447256003,0.0,0.0,118054.87356,23135.940424256,0.0,0.0,29.42884015,801.704543287,6.54906031,0.0,246.585201408,0.0,0.0,0.0,0.0,10740.79970469,6.271298309699999,0.0,0.0,0.0,2408.73595914,0.0,132057.843347085
1979-02-14,0.0,0.0,0.0,12472.268463483,0.0,0.0,127856.11061184,13621.762169856,0.0,0.0,14.92387883,786.470913314,5.898516828,0.0,217.388561292,0.0,0.0,0.0,0.0,14867.82070917,11.602610037999998,0.0,0.0,0.0,2350.9607625,0.0,141329.714647525
1979-02-15,0.0,0.0,0.0,1562.4456220035,0.0,0.0,127637.61321012,3717.44468288,0.0,0.0,31.83177685,676.164591884,5.252469044,0.0,121.288507956,0.0,0.0,0.0,0.0,14054.26203225,14.937309611999998,0.0,0.0,0.0,2131.78472983,0.0,121563.923127825
1979-02-16,0.0,0.0,0.0,11733.3303121926,0.0,0.0,125499.63118056,7783.300592864,0.0,0.0,52.41271635,465.491168782,29.56477272,0.0,257.370720012,0.0,0.0,0.0,0.0,11370.35978133,15.446863181,0.0,0.0,0.0,2223.34853349,0.0,93333.206880935
1979-02-17,0.0,0.0,0.0,19839.395898783,0.0,0.0,127341.74780964,5822.5276713104,0.0,0.0,14.593934205,250.4538748909,26.0989377,0.0,147.17888766,0.0,0.0,0.0,0.0,9184.50985386,14.082771108,0.0,0.0,0.0,1909.54471057,0.0,82331.89223336
1979-02-18,0.0,0.0,0.0,19892.517743769,0.0,0.0,102274.4519316,8617.4240916368,0.0,0.0,13.72351009,231.3979186098,27.4531192,0.0,205.415913528,0.0,0.0,0.0,0.0,519.1569612215283,13.306532101999998,0.0,0.0,0.0,2277.67315846,0.0,91614.037691895
1979-02-19,0.0,0.0,0.0,19901.060516727,0.0,0.0,23657.095391748,12224.717124128,0.0,0.0,31.15744155,155.4888258892,20.0888888,0.0,126.333957456,0.0,0.0,0.0,0.0,53.72343155506998,9.538107935,0.0,0.0,0.0,1396.39508456,0.0,54383.48013677
1979-02-20,0.0,0.0,0.0,19084.973327859003,0.0,0.0,7040.438388516,11724.021163328,0.0,0.0,31.1329519,199.7356157003,14.34631618,0.0,128.026027836,0.0,0.0,0.0,0.0,596.84962251255,11.992563193,0.0,0.0,0.0,663.392858548,0.0,104560.450711175
1979-02-21,0.0,0.0,0.0,19179.33941106,0.0,0.0,16285.072897704,8859.161430176,0.0,0.0,21.752379005,148.95078221170002,9.74904674,0.0,108.704012508,0.0,0.0,0.0,0.0,546.3792915801,16.952647236999997,0.0,0.0,0.0,567.95432568,0.0,64325.430297771
