Date,AT,CH,DE,ES,FI,FR,IT,NO,PT,RO,SE,SK
2009-12-31,2949056.7591356817,24602.846995797467,132014442.82489818,37672474.87010935,4753567.92588306,33986452.57100643,8360510.536461597,8723185.69516734,45488.92099506425,8088275.269073979,488933.08693439275,18038901.66819832
2010-12-31,3019431.6035042373,25552.033332819967,124159850.92676866,38608077.16353638,4710451.156975158,33763831.632296644,8552802.545597235,7580098.631835099,48785.36025884275,9084549.85053387,483975.0201883021,19996217.99255032
2011-12-31,2674983.4929238223,20675.17610657454,138183984.9580529,31374261.32560613,5599982.198674862,31551540.790653247,7208921.725136613,9759625.065124927,40175.74953496375,7810960.7993361205,577174.5932336067,17245320.866853353
2012-12-31,3021339.854758077,28513.07687606076,135928256.55689812,35771899.210432194,5322957.263394517,35899131.66201556,8686446.561727425,9075193.28378831,41101.4756144414,8926676.0038999,541977.7376888642,20003712.999438573
2013-12-31,2853014.0379869803,23526.17319897708,126970156.65872698,42454318.77947773,5297003.576620483,35182442.49373576,8128032.028961005,8621907.510539941,49315.9593401148,9223327.053769507,526745.2295615898,19272562.522175353
2014-12-31,2691683.8325551664,19879.236037563234,123233304.80485478,39810202.30186722,4943482.629975085,34205159.977334596,7433487.871158907,9326861.242534073,48417.608598747,8818164.289782222,528741.9946557144,18054705.778929904
2015-12-31,2907321.838346144,23199.35256509691,139740822.27279046,34140704.41605234,6042179.17406888,35252748.06396805,7667554.325279605,10258105.339205746,42906.1934884725,8855318.704684729,603939.5498371228,19256249.05461005
2016-12-31,2695612.1810964877,21134.297158576333,120495397.94401549,36104710.800301544,4852452.157000687,32566722.093064114,8544533.215701941,8049163.195813545,47656.589963365,8960735.1136093,512963.23530794395,17713655.932010345
2017-12-31,3258028.4274765183,23881.550023296284,138901783.0063341,33830382.492396556,5176762.698370288,32854508.69808548,8584360.962945966,8916163.808116296,44056.193203481285,9709320.543545531,552187.2137226082,21152910.81745903
2018-12-31,2683489.973135335,24840.314985185047,126321688.26691395,36339305.9682861,5047770.4020054685,33918673.04238672,8022914.9167850735,8648978.85927409,44610.16547521945,8062077.520071366,493600.18674163945,18059196.335255116
2019-12-31,3196826.250046718,28488.829630794535,139032040.3871123,40054415.428636864,5231397.065954225,37064539.897627674,9084572.589724708,8133943.382502997,48987.8106536485,8624878.6847315,543684.5050944095,21502431.957549836
2020-12-31,2763180.2339008506,26219.182829698584,140165297.1225574,34878457.620461784,6151102.8712078845,38069016.77888292,7912595.674497094,10355341.646828914,42070.83522286705,8961611.190765325,601902.7912614681,19618722.33487456
2021-12-31,2635648.426835901,25029.58569389222,119439555.98866282,35935506.24315028,5349731.312952454,34297756.41520583,8415450.28309443,8627605.574574037,44653.071561919125,8732907.410075463,528330.2692995497,17908024.716590237
2022-12-31,2721352.9020319157,24193.10672031072,130690390.37888487,34948128.26986288,5365099.92890518,33304423.257663462,7378946.835560452,9232290.75063027,42591.98212687975,8962745.708283132,521287.1620391673,17648157.259183
2023-12-31,2968317.246756477,32589.64553637973,153266079.20628315,36127748.35265658,5028362.082495627,38664184.1298058,8659383.392541878,8112512.560988114,43064.327959715076,10526408.760607965,527081.2862512677,19748971.684765268
2024-12-31,2970578.2477611275,25401.503754911573,136601173.63799945,36957407.45611346,5654751.159802594,33942304.11460974,7556501.362099414,9435187.902037054,47093.4849792776,8928928.51997698,555720.4310722739,19220657.966387186
2025-12-31,429476.70544789877,5175.763217800522,24072443.591197174,6946599.86379946,1086610.7816963338,6432400.570426875,1449211.3577578473,1699791.1812530532,8505.083308522,1155167.7198733552,103271.592185198,2906843.556451518
